,User_ID_x,User_ID_y,Weights
0,14413370,15614582,1
1,14413370,15800697,62
2,14413370,15995683,59
3,14413370,17237178,1
4,14413370,18204607,12
5,14413370,19142551,1
6,14413370,20004501,16
7,14413370,20812098,1
8,14413370,23636341,6
9,14413370,23846387,1
10,14413370,24688850,43
11,14413370,25437536,20
12,14413370,25564023,10
13,14413370,28152598,9
14,14413370,43405249,53
15,14413370,48124610,140
16,14413370,51716011,1
17,14413370,52658734,63
18,14413370,62697366,7
19,14413370,64687084,4
20,14413370,65992273,13
21,14413370,78897887,9
22,14413370,89090775,77
23,14413370,101945848,1
24,14413370,117511000,65
25,14413370,119182046,4
26,14413370,137455850,27
27,14413370,159605210,2
28,14413370,162959947,10
29,14413370,167489997,8
30,14413370,168819220,1
31,14413370,226168436,53
32,14413370,258916333,36
33,14413370,263977418,1
34,14413370,264595508,55
35,14413370,282269124,2
36,14413370,287016103,8
37,14413370,308212534,71
38,14413370,328457935,90
39,14413370,329137978,48
40,14413370,330759494,6
41,14413370,343042963,109
42,14413370,344918904,58
43,14413370,348255536,2
44,14413370,368623629,16
45,14413370,376370548,45
46,14413370,436894497,12
47,14413370,477889371,1
48,14413370,480018197,101
49,14413370,544927839,1
50,14413370,551509847,29
51,14413370,552178363,2
52,14413370,576796855,4
53,14413370,597865491,8
54,14413370,614730516,1
55,14413370,790546093,13
56,14413370,838627057,4
57,14413370,863113304,70
58,14413370,884893716,89
59,14413370,887569722,120
60,14413370,903122724,34
61,14413370,923641921,39
62,14413370,944224682,30
63,14413370,984614636,1
64,14413370,1149353412,127
65,14413370,1241691530,89
66,14413370,1255179128,86
67,14413370,1656884071,86
68,14413370,1871547854,4
69,14413370,2174118859,5
70,14413370,2251286285,123
71,14413370,2559582960,21
72,14413370,2586164682,2
73,14413370,2692397982,70
74,14413370,2903194852,6
75,14413370,2904695183,4
76,14413370,2908458650,1
77,14413370,2915583070,5
78,14413370,3000911754,7
79,14413370,3042242150,7
80,14413370,3152225155,1
81,14413370,3153280458,4
82,14413370,3170681876,1
83,14413370,3214786827,1
84,14413370,3243741217,16
85,14413370,3243962811,1
86,14413370,3351115882,42
87,15614582,14413370,1
88,15614582,15995683,1
89,15614582,20812098,2
90,15614582,23636341,2
91,15614582,52658734,1
92,15614582,64687084,1
93,15614582,78897887,2
94,15614582,119182046,1
95,15614582,137455850,1
96,15614582,162959947,1
97,15614582,167489997,1
98,15614582,226168436,1
99,15614582,263977418,1
100,15614582,343042963,1
101,15614582,436894497,1
102,15614582,480018197,1
103,15614582,544927839,2
104,15614582,576796855,1
105,15614582,790546093,1
106,15614582,838627057,1
107,15614582,944224682,1
108,15614582,984614636,1
109,15614582,1255179128,1
110,15614582,1656884071,1
111,15614582,2174118859,1
112,15614582,2692397982,1
113,15614582,3153280458,1
114,15614582,3170681876,1
115,15614582,3351115882,1
116,15800697,14413370,62
117,15800697,15995683,90
118,15800697,17237178,1
119,15800697,18204607,32
120,15800697,19142551,3
121,15800697,20004501,44
122,15800697,20812098,1
123,15800697,23636341,2
124,15800697,24688850,102
125,15800697,25437536,32
126,15800697,25564023,15
127,15800697,28152598,16
128,15800697,33214161,1
129,15800697,43405249,41
130,15800697,48124610,191
131,15800697,52658734,68
132,15800697,62697366,6
133,15800697,64687084,1
134,15800697,65992273,12
135,15800697,78897887,11
136,15800697,89090775,146
137,15800697,117511000,79
138,15800697,119182046,3
139,15800697,137455850,21
140,15800697,159605210,9
141,15800697,162959947,7
142,15800697,167489997,11
143,15800697,226168436,47
144,15800697,258916333,46
145,15800697,264595508,86
146,15800697,282269124,1
147,15800697,287016103,21
148,15800697,308212534,63
149,15800697,328457935,111
150,15800697,329137978,52
151,15800697,330759494,4
152,15800697,343042963,155
153,15800697,344918904,88
154,15800697,348255536,7
155,15800697,368623629,36
156,15800697,376370548,67
157,15800697,436894497,11
158,15800697,480018197,68
159,15800697,551509847,51
160,15800697,552178363,2
161,15800697,576796855,4
162,15800697,597865491,18
163,15800697,614730516,1
164,15800697,790546093,8
165,15800697,838627057,3
166,15800697,863113304,47
167,15800697,884893716,154
168,15800697,887569722,68
169,15800697,903122724,44
170,15800697,923641921,21
171,15800697,944224682,36
172,15800697,984614636,2
173,15800697,1149353412,112
174,15800697,1241691530,130
175,15800697,1255179128,133
176,15800697,1656884071,118
177,15800697,1871547854,9
178,15800697,2174118859,5
179,15800697,2251286285,140
180,15800697,2455822425,1
181,15800697,2559582960,31
182,15800697,2586164682,9
183,15800697,2692397982,46
184,15800697,2869972938,5
185,15800697,2903194852,8
186,15800697,2904695183,2
187,15800697,2915583070,2
188,15800697,3000911754,8
189,15800697,3042242150,19
190,15800697,3152225155,1
191,15800697,3153280458,3
192,15800697,3158661520,1
193,15800697,3169035458,4
194,15800697,3214786827,4
195,15800697,3243741217,17
196,15800697,3351115882,34
197,15995683,14413370,59
198,15995683,15614582,1
199,15995683,15800697,90
200,15995683,18204607,45
201,15995683,19142551,3
202,15995683,20004501,41
203,15995683,20812098,4
204,15995683,23636341,3
205,15995683,24688850,133
206,15995683,25437536,19
207,15995683,25564023,7
208,15995683,28152598,15
209,15995683,43405249,49
210,15995683,48124610,206
211,15995683,52658734,85
212,15995683,62697366,1
213,15995683,64687084,2
214,15995683,65992273,8
215,15995683,78897887,5
216,15995683,89090775,159
217,15995683,117511000,76
218,15995683,119182046,5
219,15995683,137455850,23
220,15995683,159605210,4
221,15995683,162959947,6
222,15995683,167489997,10
223,15995683,226168436,59
224,15995683,258916333,93
225,15995683,263977418,2
226,15995683,264595508,98
227,15995683,287016103,26
228,15995683,308212534,78
229,15995683,328457935,150
230,15995683,329137978,77
231,15995683,330759494,6
232,15995683,343042963,184
233,15995683,343529731,1
234,15995683,344918904,68
235,15995683,348255536,3
236,15995683,368623629,23
237,15995683,376370548,97
238,15995683,436894497,17
239,15995683,477889371,1
240,15995683,480018197,105
241,15995683,544927839,1
242,15995683,551509847,52
243,15995683,552178363,2
244,15995683,576796855,3
245,15995683,597865491,16
246,15995683,790546093,10
247,15995683,838627057,2
248,15995683,863113304,98
249,15995683,884893716,256
250,15995683,887569722,119
251,15995683,903122724,71
252,15995683,923641921,53
253,15995683,944224682,64
254,15995683,984614636,5
255,15995683,1149353412,158
256,15995683,1241691530,177
257,15995683,1255179128,126
258,15995683,1656884071,143
259,15995683,1871547854,10
260,15995683,2174118859,6
261,15995683,2251286285,192
262,15995683,2559582960,28
263,15995683,2586164682,2
264,15995683,2692397982,79
265,15995683,2869972938,2
266,15995683,2903194852,1
267,15995683,2904695183,4
268,15995683,2908458650,10
269,15995683,2915583070,2
270,15995683,3000911754,5
271,15995683,3042242150,13
272,15995683,3053054433,1
273,15995683,3152225155,3
274,15995683,3153280458,7
275,15995683,3158661520,1
276,15995683,3169035458,1
277,15995683,3170681876,2
278,15995683,3214786827,3
279,15995683,3243741217,31
280,15995683,3243962811,1
281,15995683,3351115882,48
282,17237178,14413370,1
283,17237178,15800697,1
284,17237178,20004501,1
285,17237178,20812098,1
286,17237178,23636341,238
287,17237178,24487817,5
288,17237178,24688850,1
289,17237178,25437536,25
290,17237178,25564023,54
291,17237178,28152598,1
292,17237178,43405249,1
293,17237178,48124610,2
294,17237178,62697366,27
295,17237178,65992273,2
296,17237178,78897887,11
297,17237178,89090775,2
298,17237178,101945848,113
299,17237178,119182046,32
300,17237178,162959947,1
301,17237178,167489997,11
302,17237178,258916333,2
303,17237178,263977418,6
304,17237178,264595508,1
305,17237178,282269124,1
306,17237178,287016103,1
307,17237178,308212534,1
308,17237178,328457935,1
309,17237178,330759494,1
310,17237178,343042963,1
311,17237178,343529731,1
312,17237178,344918904,1
313,17237178,368623629,1
314,17237178,376370548,1
315,17237178,477889371,428
316,17237178,551509847,3
317,17237178,552178363,1
318,17237178,576796855,37
319,17237178,614730516,260
320,17237178,790546093,5
321,17237178,838627057,156
322,17237178,884893716,2
323,17237178,887569722,1
324,17237178,903122724,1
325,17237178,944224682,1
326,17237178,984614636,3
327,17237178,1149353412,1
328,17237178,1241691530,1
329,17237178,1871547854,4
330,17237178,2174118859,14
331,17237178,2251286285,1
332,17237178,2256745548,1
333,17237178,2485769186,6
334,17237178,2485800912,4
335,17237178,2559582960,1
336,17237178,2586164682,17
337,17237178,2869972938,1
338,17237178,2903194852,58
339,17237178,3035800695,1
340,17237178,3042242150,2
341,17237178,3053054433,46
342,17237178,3153280458,5
343,17237178,3158661520,5
344,17237178,3166924179,16
345,17237178,3169035458,130
346,17237178,3170681876,9
347,17237178,3193043938,59
348,17237178,3214786827,1
349,17237178,3243175638,252
350,17237178,3243741217,1
351,17237178,3351115882,1
352,18204607,14413370,12
353,18204607,15800697,32
354,18204607,15995683,45
355,18204607,20004501,19
356,18204607,24688850,47
357,18204607,25437536,8
358,18204607,25564023,3
359,18204607,28152598,8
360,18204607,43405249,22
