,Tweet_ID,User_ID,Targets,Mean_Polarity
0,588385636681322497,388579974,blessings,0.3134369365870953
1,588385636681322497,388579974,day,0.31344272941350937
2,588385636681322497,388579974,energy,0.3134381175041199
3,588385636681322497,388579974,hope,0.6852393262088299
4,588385636681322497,388579974,lord,0.3134493716061115
5,588385636681322497,388579974,sins,0.31344664096832275
6,588385636681322497,388579974,strength,0.3134371004998684
7,588386306532777985,16027532,god,0.4354386441409588
8,588386306532777985,16027532,matthew,0.23817797005176544
9,588386306532777985,16027532,peace,0.23818430304527285
10,588386306532777985,16027532,peacemakers,0.4402667060494423
11,588391388619890688,1219714032,focus,0.3696531280875206
12,588391388619890688,1219714032,salah,0.3736709952354431
13,588391388619890688,1219714032,understanding,0.3696513399481773
14,588426575483432962,710757859,women,0.5820487029850483
15,588435520264523776,249782044,battle,0.43411971256136894
16,588435520264523776,249782044,butgod,0.2644034847617149
17,588435520264523776,249782044,peace,0.4341177009046078
18,588435520264523776,249782044,time,0.4341215752065182
19,588435520264523776,249782044,truth,0.2598946839570999
20,588450499629834240,864558457,gift,0.469666488468647
21,588450499629834240,864558457,love,0.4696723185479641
22,588450499629834240,864558457,muhammad,0.4696696065366268
23,588450499629834240,864558457,one,0.4696707427501679
24,588450882456453120,2229265825,halcyondon,0.2976878583431244
25,588450882456453120,2229265825,luck,0.28723616153001785
26,588492191523188736,17362917,meeting,0.3370607085525989
27,588492191523188736,17362917,ups,0.3370591960847378
28,588509543509790721,162406336,battleground,-0.7867288365960121
29,588509543509790721,162406336,devil,-0.7848653011023998
30,588509543509790721,162406336,enemy,-0.7848543021827936
31,588509543509790721,162406336,mind,-0.7848624009639025
32,588519327290142721,467681653,discoveries,-0.733937231823802
33,588519327290142721,467681653,texts,-0.7339356541633606
34,588535895596224512,3007482001,god,0.3720687553286552
35,588535895596224512,3007482001,love,0.3720584437251091
36,588535895596224512,3007482001,need,0.3720653653144837
37,588535895596224512,3007482001,semst,0.5529635809361935
38,588595888580272130,1551803456,dogs,0.4445580057799816
39,588595888580272130,1551803456,dump,-0.5842570923268795
40,588595888580272130,1551803456,kind,0.4445605054497719
41,588631170721550336,281294184,ball,0.3410145789384842
42,588673926680727552,3027683998,church,0.5446424931287766
43,588673926680727552,3027683998,happines,0.5545518547296524
44,588673926680727552,3027683998,sunday,0.6705120615661144
45,588705428835422210,19728844,everything,0.37390078604221344
46,588705428835422210,19728844,semst,0.529851783066988
47,588705428835422210,19728844,thing,0.3739097751677036
48,588713429210271745,341179470,darkness,0.5456612184643745
49,588713429210271745,341179470,love,0.5456751808524132
50,588713429210271745,341179470,mercy,0.5456660091876984
51,588735809873928192,23885775,day,0.398817889392376
52,588735809873928192,23885775,end,0.3988102972507477
53,588735809873928192,23885775,maker,0.3988084681332112
54,588735809873928192,23885775,semst,0.2957976758480072
55,592573245842403328,1137273540,evidence,0.304571345448494
56,592573245842403328,1137273540,god,0.3045849725604057
57,592573245842403328,1137273540,seizure,0.3280753791332245
58,592587052983681024,849122588,eander,0.2210884615778923
59,592587052983681024,849122588,heaven,0.2193264365196228
60,592587052983681024,849122588,might,0.21932180225849152
61,592589103251726337,29757178,day,-0.37165648490190506
62,592589103251726337,29757178,life,-0.3716600760817528
63,592600179892723713,1716904873,claims,-0.3690798133611679
64,592600179892723713,1716904873,god,-0.3690797537565231
65,592600179892723713,1716904873,proof,-0.3690877556800842
66,592609434209284096,1357315292,morality,-0.23723827302455905
67,592642858907078656,14745550,somebody,-0.4543681479990482
68,592642858907078656,14745550,world,-0.4543649144470692
69,592645700032139264,2391370394,freedom,0.5577904656529427
70,592645700032139264,2391370394,lord,0.5577775556594133
71,592645700032139264,2391370394,spirit,0.5577908605337143
72,592663440491184128,143795236,semst,0.355232909321785
73,592673183561609216,3093535243,life,0.6599169448018074
74,592673183561609216,3093535243,lord,0.6599097177386284
75,592673183561609216,3093535243,strength,0.6599255651235579
76,592698985510473730,3160361312,anything,0.3782655447721481
77,592698985510473730,3160361312,day,0.3782835155725479
78,592698985510473730,3160361312,god,0.37827691435813904
79,592698985510473730,3160361312,inspiration,0.3715743087232113
80,592698985510473730,3160361312,lesson,0.378282830119133
81,592698985510473730,3160361312,semst,0.38519926369190216
82,592698985510473730,3160361312,victory,0.37828488275408745
83,592718926141874177,536563145,loud,0.219662394374609
84,592718926141874177,536563145,nudge,0.224690280854702
85,592719471380459520,1374764281,discipline,0.20723102241754526
86,592719471380459520,1374764281,fear,0.20723215490579605
87,592719471380459520,1374764281,god,0.2072579711675644
88,592719471380459520,1374764281,love,0.20724208652973172
89,592719471380459520,1374764281,spirit,0.2072274312376976
90,592719471380459520,1374764281,timidity,0.2097559943795204
91,592719861555552257,2230671487,accessory,0.4466943442821503
92,592719861555552257,2230671487,thing,0.4466900303959847
93,592740319466237954,3201486555,accuser,-0.4394241310656071
94,592740319466237954,3201486555,blood,-0.4382628463208675
95,592740319466237954,3201486555,lamb,-0.4382661245763302
96,592740319466237954,3201486555,rev,0.3296479284763336
97,592800480578928640,516563463,god,-0.2976808696985245
98,592800480578928640,516563463,monster,-0.2976831514388323
99,592825290868584449,538785862,alot,-0.25395863503217697
100,592825290868584449,538785862,peace,0.6588882077485323
101,592825290868584449,538785862,semst,0.8088894877582788
102,592825290868584449,538785862,world,-0.2524615824222565
103,592826807608602624,2346722716,means,0.3059350773692131
104,592826807608602624,2346722716,quran,0.3059343323111534
105,592826807608602624,2346722716,semst,0.3091614432632923
106,592863849285550080,1099214587,awe,0.7924490394070745
107,592863849285550080,1099214587,god,0.7924535609781742
108,592863849285550080,1099214587,home,0.7924516061320901
109,592863849285550080,1099214587,life,0.8706356771290302
110,592863849285550080,1099214587,semst,0.4834414646029472
111,592863849285550080,1099214587,time,0.7924450514838101
112,592878699327926273,601361069,christ,-0.6738552153110504
113,592889682347872258,3126680683,pretending,-0.2324557900428772
114,592889682347872258,3126680683,semst,-0.2342162802815437
115,592889682347872258,3126680683,time,-0.2324699610471725
116,592898018120232960,593118823,day,0.4826733786612749
117,592898018120232960,593118823,god,0.4826790969818831
118,592898018120232960,593118823,ideas,0.4826657213270664
119,592898018120232960,593118823,semst,0.4900332242250442
120,592914591899856896,886400342,tears,0.27011585980653763
121,592938824440877056,833692508,faith,-0.4623791724443436
122,592938824440877056,833692508,hypocrisy,-0.4688129350543022
123,592938824440877056,833692508,love,-0.4623906761407852
124,592938824440877056,833692508,sahaba,-0.20501390347878146
125,592938824440877056,833692508,semst,0.8173146732151508
126,592938824440877056,833692508,sign,-0.4623746052384377
127,592971084015763456,36023807,semst,-0.8471476547420025
128,593006757753978883,2566078809,esteem,0.22181273996829987
129,593006757753978883,2566078809,jesus,0.2218424528837204
130,593021898801348608,1979318335,ways,0.20628700405359268
131,593025890675601409,3166163040,constitution,0.2248237282037735
132,593025890675601409,3166163040,framers,0.2259343564510345
133,593025890675601409,3166163040,freedom,0.224821612238884
134,593025890675601409,3166163040,religion,0.2248332351446152
