User_ID,Targets,Target's Polarity Score
142947693,world,0.2714128796011209
621996473,hoax,-0.5866024158895016
226521605,change,-0.43364777229726315
37794539,climatechange,-0.28411845192313195
1605668706,potus,0.06074372306466104
226521605,blindness,-0.4374792103256498
52436759,world,-0.2446481396133701
1916081982,climatechange,0.22672476316802204
319931473,world,-0.22714419662952426
52436759,planet,-0.5631395367284616
142947693,planet,0.4958484582602978
33856647,environment,-0.3458745740354061
955698157,science,0.26110051572322845
1605668706,science,-0.07704237662255764
2993036154,time,0.28845518237600726
128633483,politicians,-0.38287173584103584
955698157,climate,0.2652534461365296
25963806,time,0.2643812131136656
68599588,environment,0.3135038651525974
128633483,planet,-0.38348222275575
531598198,leaders,-0.3135408740490675
2579979278,world,-0.3686808871105313
621996473,globalwarming,0.1885619287689527
108419139,time,-0.7644807528704405
227339617,climatechange,0.36813326738774776
33856647,climatechange,0.1698396253016065
25697311,science,-0.011376515030860901
411485640,globalwarming,0.003717094659805298
382153540,environment,0.22161543741822246
37794539,planet,-0.879251178043584
118915743,time,0.5881847701966763
955698157,globalwarming,0.29716794937849045
2579979278,change,-0.29624737799167633
142947693,climatechange,0.10311323553675188
2417189972,change,-0.4752153195440769
822476942,auspol,-0.13703532237559557
17180291,globalwarming,0.33806214667856693
68599588,climatechange,0.14654062225350312
2650787508,climatechange,0.2077027261257172
55650895,climatechange,0.2005337290465832
2427549086,climatechange,0.2077027261257172
68599588,leaders,-0.012799521908164024
226521605,time,-0.6651772651821375
49875978,time,0.30824477691203356
17180291,climate,0.20321592204272748
25963806,auspol,-0.04546070843935013
3243259442,planet,-0.3529048189520836
118915743,climatechange,-0.013002710067667067
2391870344,climatechange,0.12767899874597788
226521605,negligence,-0.40930272862315176
118915743,world,-0.44823069125413895
33856647,time,0.3042550012469292
2427549086,change,0.21884501911699772
319931473,climatechange,-0.02455565169867542
438862536,world,0.05581529811024666
2579979278,values,-0.23236814141273496
226521605,warnings,-0.33988458120283926
33856647,science,0.26597243174910545
2417189972,world,0.4628745838999748
2417189972,globalwarming,-0.4391447566449642
68599588,tips,0.2987083159387112
226521605,potus,-0.3673027684667804
2417189972,climatechange,-0.11830196374406417
37794539,environment,-0.6042161025106907
531598198,potus,-0.8639234090223908
25963806,planet,-0.6858553532510996
142947693,environment,-0.2970283925533295
319931473,science,-0.11617269553244114
3266682781,world,0.2566206306219101
128633483,leaders,-0.5117417126893997
2579979278,environment,-0.4692310839891434
3292215519,planet,0.3245927207171917
25697311,planet,-0.9280483340844512
125036205,environment,0.24675589986145502
1174456664,time,0.24430519342422485
17180291,leaders,0.10770411541064584
621996473,planet,-0.08993727564811707
25963806,change,0.3042477518320084
636611445,potus,-0.2430003583431244
25963806,climatechange,0.1815142383504855
25697311,climate,-0.6832224652171135
37794539,world,-0.33156248833984137
2427549086,time,0.20253422856330872
955698157,time,-0.8147326894104481
1605668706,climatechange,0.17488978184493525
319931473,change,-0.3151046633720398
1605668706,planet,-0.7362049221992493
2232982311,environment,-0.6587307602167131
1916081982,environment,0.16211991198360923
955698157,politicians,0.2210496999323368
142947693,climate,-0.32974596321582794
1605668706,change,-0.17679567635059357
955698157,climatechange,0.18856295535252207
128633483,hoax,-0.251645352691412
2391870344,climate,0.2861123271286488
382153540,leaders,-0.32093143090605736
3292215519,climatechange,0.002401007960240046
2993036154,change,-0.2183122280985117
1174456664,world,0.3118615802377462
2470409048,climatechange,0.14641179740428925
17180291,planet,-0.04027375485748052
52436759,climate,-0.10268736910074949
621996473,environment,-0.36510663852095604
68599588,globalwarming,0.3268413779636224
1383038924,climatechange,0.2077027261257172
2579979278,science,-0.3442675918340683
2579979278,time,-0.6215449944138527
118915743,change,-0.3789583817124367
319931473,environment,0.2518455684185028
1916081982,science,0.22668290552165773
2375662682,time,0.3462585210800171
17180291,hoax,-0.5784896742552519
226521605,leaders,-0.37974843576404393
52436759,time,-0.6488171797245741
955698157,world,0.1855090344324708
822476942,climatechange,-0.3608963994954068
17180291,values,0.3515544906258583
2579979278,gt,0.011457859538495554
226521605,values,-0.1393660922338696
142142545,climatechange,0.08187898201867938
2993036154,climatechange,0.2077027261257172
531598198,change,-0.3078799843788147
1605668706,environment,0.2717827633023262
1174456664,science,0.21728751063346866
2993036154,gt,0.23355801999004502
3111012179,climatechange,-0.19602892361581326
2149562384,globalwarming,0.3575071971863508
1916081982,world,0.3054535146802664
142947693,time,0.307277141759793
2579979278,globalwarming,-0.17489658078799644
1184640014,globalwarming,0.3211941085755825
734560633,climatechange,0.2077027261257172
17180291,change,-0.2206791438576248
206972203,climatechange,0.06940674781799318
126008063,globalwarming,0.2947901636362076
438862536,globalwarming,-0.08439499512314794
226521605,environment,-0.5991468410938978
621996473,time,0.2819819487631321
621996473,climatechange,-0.12626778850382245
226521605,hoax,-0.47610634255634493
319931473,time,0.2760434914380312
126008063,climatechange,0.2077027261257172
25963806,world,0.15869985707104206
52436759,climatechange,0.14169648124112022
636611445,climatechange,-0.5042169581477841
438862536,climatechange,0.17503232695162296
2595966508,climatechange,0.2077027261257172
2375662682,environment,0.24483631923794744
125036205,tips,0.2821863004937768
2470409048,leaders,-0.25292276591062546
2470409048,environment,0.2360125035047531
3111012179,globalwarming,0.3211941085755825
3292215519,world,-0.6012411825358868
87693992,climatechange,-0.0011614710092544417
2579979278,politicians,-0.6691416276153177
438862536,time,0.32024557888507843
636611445,science,-0.8002609275281429
531598198,climatechange,-0.2955643687635026
142947693,leaders,0.3416650518774986
87693992,environment,-0.2683995142579079
2993036154,climate,0.21620531405471724
15705283,globalwarming,0.2057594023644924
2595966508,environment,-0.5739921778440475
2391870344,change,-0.444538448471576
128633483,world,0.4031531918793917
2375662682,science,0.30851457361131907
3105073274,tips,0.3837605752050877
226521605,politicians,-0.352281410924413
2997750360,change,-0.2518380768597126
531598198,hoax,-0.37757266219705343
531598198,globalwarming,-0.008650891482830034
52436759,environment,-0.6175907123833895
17180291,world,0.0632427053526044
68599588,world,0.09279196001589299
2375662682,values,0.273785300552845
118915743,politicians,-0.2507439851760864
319931473,globalwarming,0.04669938925653695
2149562384,time,0.6596890799701214
2650787508,time,0.2387213781476021
226521605,climatechange,-0.4070063022968983
1174456664,climatechange,0.21971272524784913
382153540,climatechange,0.08431224671728683
108419139,world,-0.26850179582834244
2579979278,planet,-0.541890237480402
822476942,science,-0.4314677454531193
1605668706,time,0.3630796546737353
