,User_ID_x,User_ID_y,Weights
0,14314844,16313440,4
1,14314844,16570951,1
2,14314844,16579411,1
3,14314844,19363152,1
4,14314844,20415005,28
5,14314844,23795703,1
6,14314844,24176655,1
7,14314844,24294066,1
8,14314844,25794695,1
9,14314844,28387976,1
10,14314844,30043610,7
11,14314844,30980826,1
12,14314844,34955929,1
13,14314844,36864149,2
14,14314844,43251355,1
15,14314844,43962567,1
16,14314844,47545018,1
17,14314844,48009323,1
18,14314844,48240104,1
19,14314844,49360369,2
20,14314844,52242864,1
21,14314844,57461026,1
22,14314844,80605638,2
23,14314844,92643660,1
24,14314844,193192630,17
25,14314844,224333112,14
26,14314844,355258993,1
27,14314844,357625948,4
28,14314844,457123526,1
29,14314844,480859386,1
30,14314844,574670873,9
31,14314844,616303472,1
32,14314844,846447662,1
33,14314844,863889445,1
34,14314844,904176902,1
35,14314844,938272970,1
36,14314844,1210688401,2
37,14314844,1292620070,1
38,14314844,1447960080,1
39,14314844,2174118859,16
40,14314844,2216532829,6
41,14314844,2342293747,1
42,14314844,2421964502,1
43,14314844,3272381252,10
44,16077441,16313440,1
45,16077441,27944341,1
46,16077441,28387976,1
47,16077441,30043610,1
48,16077441,34955929,2
49,16077441,36864149,2
50,16077441,43958210,1
51,16077441,48240104,2
52,16077441,56838981,1
53,16077441,92643660,1
54,16077441,863889445,1
55,16077441,887569722,1
56,16077441,1202310276,1
57,16077441,1210688401,1
58,16077441,1292620070,1
59,16077441,1309271143,1
60,16077441,1701231847,1
61,16077441,2216532829,1
62,16313440,14314844,4
63,16313440,16077441,1
64,16313440,27944341,1
65,16313440,80605638,1
66,16313440,193192630,2
67,16313440,224333112,1
68,16313440,457123526,2
69,16313440,567649661,1
70,16313440,863889445,1
71,16313440,938272970,1
72,16313440,1292620070,1
73,16313440,1701231847,1
74,16313440,2834370990,1
75,16570951,14314844,1
76,16570951,16579411,2
77,16570951,20415005,5
78,16570951,23795703,27
79,16570951,27944341,21
80,16570951,28387976,47
81,16570951,28913772,1
82,16570951,29134922,1
83,16570951,30043610,7
84,16570951,30980826,3
85,16570951,33831682,2
86,16570951,34955929,16
87,16570951,36864149,36
88,16570951,39106123,1
89,16570951,43251355,2
90,16570951,43958210,4
91,16570951,43962567,5
92,16570951,47545018,6
93,16570951,48240104,34
94,16570951,49360369,3
95,16570951,56838981,30
96,16570951,57461026,13
97,16570951,92643660,4
98,16570951,103707227,1
99,16570951,107801651,19
100,16570951,126410996,2
101,16570951,178863237,1
102,16570951,193192630,7
103,16570951,224333112,8
104,16570951,260277195,1
105,16570951,294431458,2
106,16570951,335915054,4
107,16570951,355258993,2
108,16570951,357625948,2
109,16570951,453561436,6
110,16570951,457123526,53
111,16570951,553480874,8
112,16570951,565501978,8
113,16570951,566898139,1
114,16570951,567649661,19
115,16570951,574670873,6
116,16570951,597865491,6
117,16570951,603741920,1
118,16570951,616303472,10
119,16570951,753498337,15
120,16570951,766594368,25
121,16570951,846447662,34
122,16570951,863113304,19
123,16570951,863889445,39
124,16570951,865780110,1
125,16570951,887569722,15
126,16570951,904176902,1
127,16570951,938272970,1
128,16570951,1202310276,7
129,16570951,1208304842,32
130,16570951,1292620070,35
131,16570951,1309271143,43
132,16570951,1323411324,3
133,16570951,1447960080,2
134,16570951,1601491392,53
135,16570951,1659062558,3
136,16570951,1697810262,18
137,16570951,2174118859,8
138,16570951,2216532829,12
139,16570951,2421964502,28
140,16570951,2447898228,5
141,16570951,2502484436,7
142,16570951,2608084976,1
143,16570951,2737178169,14
144,16570951,2762876709,26
145,16570951,2834370990,2
146,16570951,2842797465,1
147,16570951,2904178633,27
148,16570951,2931883207,1
149,16570951,2933932956,3
150,16570951,3272381252,5
151,16570951,3311276608,2
152,16570951,3358621409,1
153,16579411,14314844,1
154,16579411,16570951,2
155,16579411,20415005,1
156,16579411,23795703,27
157,16579411,27944341,12
158,16579411,28387976,15
159,16579411,30980826,1
160,16579411,33831682,1
161,16579411,34955929,13
162,16579411,36864149,23
163,16579411,39106123,1
164,16579411,43251355,1
165,16579411,43958210,3
166,16579411,47545018,1
167,16579411,48240104,4
168,16579411,52242864,2
169,16579411,56838981,32
170,16579411,57461026,7
171,16579411,92643660,15
172,16579411,103707227,1
173,16579411,107801651,9
174,16579411,193192630,1
175,16579411,224333112,2
176,16579411,355258993,2
177,16579411,453561436,3
178,16579411,457123526,28
179,16579411,553480874,5
180,16579411,565501978,20
181,16579411,567649661,3
182,16579411,574670873,1
183,16579411,597865491,1
184,16579411,616303472,8
185,16579411,753498337,8
186,16579411,766594368,5
187,16579411,846447662,15
188,16579411,863113304,11
189,16579411,863889445,19
190,16579411,887569722,22
191,16579411,1202310276,4
192,16579411,1208304842,5
193,16579411,1292620070,14
194,16579411,1309271143,16
195,16579411,1574070996,1
196,16579411,1601491392,17
197,16579411,1697810262,2
198,16579411,2174118859,1
199,16579411,2421964502,10
200,16579411,2447898228,4
201,16579411,2502484436,4
202,16579411,2737178169,10
203,16579411,2762876709,8
204,16579411,2904178633,8
205,16579411,2933932956,1
206,16579411,3272381252,1
207,16579411,3311276608,4
208,16579411,3358621409,3
209,19363152,14314844,1
210,19363152,24294066,1
211,19363152,28913772,1
212,19363152,30043610,1
213,19363152,34955929,1
214,19363152,36864149,1
215,19363152,44565886,1
216,19363152,193192630,1
217,19363152,457123526,1
218,19363152,574670873,1
219,19363152,597865491,1
220,19363152,846447662,1
221,19363152,863113304,1
222,19363152,1210688401,2
223,19363152,1323411324,1
224,19363152,2174118859,1
225,19363152,2216532829,2
226,19363152,3272381252,1
227,20415005,14314844,28
228,20415005,16570951,5
229,20415005,16579411,1
230,20415005,23795703,5
231,20415005,24176655,3
232,20415005,24294066,2
233,20415005,27944341,2
234,20415005,28387976,1
235,20415005,29134922,1
236,20415005,30043610,38
237,20415005,30980826,4
238,20415005,34955929,1
239,20415005,36864149,7
240,20415005,38900178,1
241,20415005,43251355,2
242,20415005,43962567,2
243,20415005,47545018,2
244,20415005,48009323,1
245,20415005,48240104,5
246,20415005,49360369,13
247,20415005,56838981,2
248,20415005,80605638,1
249,20415005,92643660,4
250,20415005,103707227,1
251,20415005,107801651,1
252,20415005,178863237,4
253,20415005,193192630,102
254,20415005,224333112,12
255,20415005,294431458,1
256,20415005,355258993,2
257,20415005,357625948,26
258,20415005,457123526,8
259,20415005,480859386,1
260,20415005,565501978,1
261,20415005,574670873,132
262,20415005,603741920,2
263,20415005,846447662,13
264,20415005,863113304,1
265,20415005,863889445,6
266,20415005,887569722,2
267,20415005,904176902,5
268,20415005,938528232,2
269,20415005,1208304842,1
270,20415005,1210688401,1
271,20415005,1292620070,3
272,20415005,1309271143,1
273,20415005,1447960080,1
274,20415005,1601491392,3
275,20415005,1659062558,9
276,20415005,1701231847,1
277,20415005,2174118859,53
278,20415005,2216532829,91
279,20415005,2421964502,2
280,20415005,2447898228,3
281,20415005,2762876709,2
282,20415005,2782373709,2
283,20415005,2834370990,1
284,20415005,2842797465,1
285,20415005,2904178633,1
286,20415005,2931883207,2
287,20415005,3272381252,19
288,23775246,23795703,2
289,23775246,28913772,1
290,23775246,30043610,2
291,23775246,47545018,1
292,23775246,57461026,1
293,23775246,260277195,2
294,23775246,417201420,1
295,23775246,457123526,1
296,23775246,574670873,1
297,23775246,863889445,1
298,23775246,2216532829,2
299,23775246,2421964502,1
300,23775246,2502484436,1
301,23795703,14314844,1
302,23795703,16570951,27
303,23795703,16579411,27
304,23795703,20415005,5
305,23795703,23775246,2
306,23795703,24294066,2
307,23795703,25794695,2
308,23795703,27944341,132
309,23795703,28387976,178
310,23795703,28913772,15
311,23795703,29134922,1
312,23795703,30043610,16
313,23795703,30980826,16
314,23795703,33831682,17
315,23795703,34955929,424
316,23795703,36864149,220
317,23795703,39106123,1
318,23795703,43251355,16
319,23795703,43958210,20
320,23795703,43962567,8
321,23795703,47545018,21
322,23795703,48240104,68
323,23795703,49360369,5
324,23795703,52242864,6
325,23795703,56838981,608
326,23795703,57461026,106
327,23795703,92643660,112
328,23795703,107801651,149
329,23795703,126410996,1
330,23795703,178863237,2
331,23795703,193192630,18
332,23795703,224333112,16
333,23795703,237754267,1
334,23795703,260277195,2
335,23795703,294431458,12
336,23795703,305440110,2
337,23795703,335915054,8
338,23795703,355258993,2
339,23795703,357625948,3
340,23795703,453561436,20
341,23795703,457123526,467
342,23795703,553480874,67
