User_ID,1st_Neighbour
938272970,1134084395571302400
938272970,856665740572848129
938272970,922837927809470464
938272970,848649080561643521
938272970,19464261
938272970,828060100438880256
938272970,16703058
938272970,795706487901392896
938272970,7392352
938272970,769252306688811008
938272970,773572473984016384
938272970,985400317
938272970,763018613632688128
938272970,2577994998
938272970,147712159
938272970,471701572
938272970,33603173
938272970,767537156415905792
938272970,765537224339456000
938272970,3251305226
938272970,208299074
938272970,47481357
938272970,766375796227334144
938272970,605939552
938272970,452607706
938272970,2421359214
938272970,360910563
938272970,735728587
938272970,4218229247
938272970,4220550749
938272970,2881358816
938272970,4377617120
938272970,305161895
938272970,3384492862
938272970,3266464604
938272970,3253326334
938272970,117191035
938272970,74627934
938272970,2866168054
938272970,3047775112
938272970,2692924845
938272970,197535278
938272970,2800607565
938272970,560694504
938272970,224568827
938272970,17912289
938272970,48354397
938272970,471528287
938272970,1865069538
938272970,90485067
938272970,18192662
938272970,2319724674
938272970,288815691
938272970,2439478494
938272970,26066086
938272970,2332969933
938272970,89284980
938272970,581986362
938272970,20248093
938272970,23843019
938272970,1880507114
938272970,1670921551
938272970,13449022
938272970,74470680
938272970,1143857312
938272970,156463447
938272970,21432917
938272970,380882637
938272970,16857528
323896529,3799445952
323896529,892747733211197440
323896529,1003415062860611584
323896529,818870473110867969
323896529,793522078993571840
323896529,1424963376
323896529,767087623835832320
323896529,765412658128392192
323896529,751888230128037890
323896529,748286762573660160
323896529,751843624988446720
323896529,25580654
323896529,227247703
323896529,1363597279
323896529,3028360008
323896529,187692954
323896529,728983355182604288
323896529,1486423322
323896529,1703881700
323896529,363899843
323896529,4928128589
323896529,4426970909
323896529,14649295
323896529,464357898
323896529,973260194
323896529,4052438353
323896529,860731880
323896529,4318266255
323896529,4405590319
323896529,4082848400
323896529,3921199595
323896529,3953562194
323896529,3796446193
323896529,3805802833
323896529,3149516522
323896529,3360825565
323896529,3315542732
323896529,1723071056
323896529,3354296326
323896529,3221843221
323896529,429447706
323896529,341643834
323896529,3220817701
323896529,3042337356
323896529,868836091
323896529,1316625182
323896529,3063675877
323896529,209725812
323896529,2997578384
323896529,2975436836
323896529,2955324930
323896529,2889576567
323896529,590975086
323896529,2851219843
323896529,2816554113
323896529,2417038398
323896529,2758846686
323896529,362261625
323896529,177487411
323896529,1954611542
323896529,424902087
323896529,2555827694
323896529,1904610096
323896529,2544266725
323896529,623436049
323896529,26032423
323896529,424002370
323896529,603784462
323896529,1152473856
323896529,50126929
323896529,2275107499
323896529,2397284520
323896529,125739146
323896529,2287289070
323896529,18651912
323896529,2197002079
323896529,119385251
323896529,294171372
457123526,117773296
457123526,193012463
457123526,68602803
457123526,1227158386803908608
457123526,270677760
457123526,1225234351648124929
457123526,1234557821036957697
457123526,25098358
457123526,3770711721
457123526,3031942490
457123526,1210379212521000960
457123526,1249473578011000833
457123526,49698259
457123526,1260001609297408002
457123526,1253913000278450177
457123526,1261694036102053889
457123526,915473029517340672
457123526,1244025929367683074
457123526,1188155269517398023
457123526,1255113398418919425
457123526,390127278
457123526,1197207317659320320
457123526,1049051214409654273
457123526,790412604715831296
457123526,925142690953445376
457123526,1218349819103715333
457123526,3122123479
457123526,802665890613325824
457123526,24280219
457123526,405175156
457123526,24597292
457123526,1252635226519425025
457123526,821928276641710081
457123526,1091366720282021891
457123526,1257138201459859468
457123526,2432106162
457123526,1092813110065410049
457123526,850507814023942144
457123526,1183938772225921024
457123526,1164270759507877888
457123526,1180171733199917063
457123526,1035374516946395137
457123526,1349827549
457123526,1228445407597887488
457123526,1230473545454686214
457123526,469348125
457123526,1246432811642470401
457123526,824566958133805056
457123526,1241191193490468865
457123526,3283313167
457123526,898840968
457123526,1224702060731473922
457123526,1584331309
457123526,167603204
457123526,391670985
457123526,910681880
457123526,1247092848341798914
457123526,1026954575180427265
457123526,1009563233425022976
457123526,32663555
457123526,1091177658069577728
457123526,930283648145911808
457123526,1248296206251560960
457123526,20966971
457123526,2836956525
457123526,1242934045568368643
457123526,41003107
457123526,4503313280
457123526,3291197558
457123526,2809720950
457123526,72488169
457123526,3290582411
457123526,1225371955253194752
457123526,866772440386547712
457123526,1242124000572006400
457123526,1215414649010692101
457123526,1141087061665046528
457123526,1187716770553090048
457123526,1062254472
457123526,423727812
457123526,1110741942
457123526,45123759
457123526,759183757152780288
457123526,23618020
457123526,1180580325979762688
457123526,45637919
457123526,628380214
457123526,739209465942118400
457123526,1238607285276024839
457123526,16155881
457123526,931633513
457123526,1237693147515432961
457123526,3241007092
457123526,1203380578197876736
457123526,1091216816
457123526,1220432322282942465
457123526,1090006490767937537
457123526,1225404021898391554
457123526,1341912085
457123526,20939545
457123526,745678876672679936
457123526,76654973
457123526,1228743590337302529
457123526,960761903520854016
457123526,785579817831796736
457123526,832990671996858368
457123526,1108997711838232577
457123526,1215829677044047872
457123526,1217051694112083970
457123526,1072242764727967744
457123526,1190714023421063180
457123526,28756456
457123526,881319219190747137
457123526,793520378349969409
457123526,753466388
457123526,1149523585565786112
457123526,245800387
457123526,2701410324
457123526,4611892647
457123526,3452391747
457123526,847353750
457123526,714234573345931264
457123526,4918345812
457123526,3394053112
457123526,3386222439
457123526,4008012682
457123526,951594052931280897
457123526,341527836
457123526,1217079679234072576
457123526,54559670
457123526,1108411845499445248
457123526,1225099756646498306
457123526,340693531
457123526,1208036173106569217
457123526,757389145849331715
457123526,816064153697787904
457123526,1881883340
457123526,1098435675198763013
457123526,1181753303950118913
457123526,1223217427049340931
457123526,863027382986440704
457123526,1897476072
457123526,1109036942711242752
457123526,1026551724440465409
457123526,1202356685618106372
457123526,14941706
457123526,1199481133274144768
457123526,903651515495313408
457123526,1157714342
457123526,1220166088585089025
457123526,822529188515221509
457123526,864927037
457123526,1177346983289348096
457123526,1158297750808797184
457123526,1217958118082125825
457123526,950043803418677248
457123526,49120470
457123526,928656901067476993
457123526,3121220105
457123526,974955636621529088
457123526,897210765949648896
457123526,96630147
457123526,2458998373
457123526,1088518541395951616
457123526,2392526010
457123526,989464538109173760
457123526,1123646302980431872
457123526,1157258877219549184
457123526,1207903660518379520
457123526,987988301981286401
457123526,1217575034035810306
457123526,950058428440854528
457123526,822444348977463296
457123526,1216120868180500480
457123526,790643204
457123526,3012772163
457123526,1205903442188947460
457123526,758729592672653312
457123526,4769536303
457123526,1013657498346065920
457123526,824322536204865537
457123526,181143438
457123526,792116091707326465
457123526,944185438868295680
457123526,1135807435728404480
457123526,885255838629150720
457123526,252665014
457123526,126014458
457123526,270181271
457123526,2397136471
457123526,602422254
457123526,703971353351696384
457123526,839502052250251270
457123526,1165398811008819200
457123526,2829694630
457123526,1029902668964290560
457123526,1177248763934466048
457123526,1136407049863073794
457123526,531490780
457123526,43784241
457123526,1026009336462462976
457123526,29393050
457123526,1178348469062455297
457123526,1210588724330815488
457123526,2184615799
457123526,41589652
457123526,1205621291295920128
457123526,821476751523971072
457123526,1071575227899904000
457123526,57279118
457123526,37435412
457123526,607061863
457123526,1210199283137437696
457123526,1197175787356610563
457123526,2608741705
457123526,1598973398
457123526,47433658
457123526,58599860
457123526,817942084904632321
457123526,75895646
457123526,1196951925796868097
457123526,56949935
457123526,3309615156
457123526,437877779
457123526,77884764
457123526,505941053
457123526,1192283213957345280
457123526,1707794683
457123526,17289494
457123526,845465500398338051
457123526,790979135451594752
457123526,858196705090523136
457123526,33361304
457123526,789240455141613568
457123526,1700421002
457123526,1019295928816226308
457123526,2197348691
457123526,1429428332
457123526,1188143186268622848
457123526,1187030329938210816
457123526,193844092
457123526,1161624361255747584
457123526,1197970358709547008
457123526,101216389
457123526,963181990852812800
457123526,192959969
457123526,307083860
457123526,2534246162
457123526,326462385
457123526,857549605
457123526,1197170540915634179
457123526,1144957483607384064
457123526,1181620884282515462
457123526,3015964394
457123526,415816475
457123526,526707382
457123526,2875832948
457123526,1199353907769757697
457123526,1198729704833982464
457123526,1192612978983657472
457123526,899588554430570496
457123526,937093742359662592
457123526,825046765464330240
457123526,1437303385
457123526,1195984392876896256
457123526,2370943225
457123526,1196755928269361153
457123526,1132093848103063554
457123526,1154482738998763522
457123526,1188990162396745729
457123526,725292612
457123526,322614242
457123526,829061327800954882
457123526,357272297
457123526,832763991487164416
457123526,873185537854754818
457123526,1191851156168945664
457123526,774506772325335040
457123526,1161000190834290689
457123526,1173332710556950528
457123526,71458561
457123526,292604873
457123526,806001498
457123526,307460630
457123526,1188997773330239488
457123526,966346795981856768
457123526,1186527573657960448
457123526,1183820774613889032
457123526,1182676436269686784
457123526,1179373114511085568
457123526,1350989725
457123526,396613226
457123526,1186464847447384064
457123526,921030516194926592
457123526,2843472743
457123526,563019128
457123526,826175011752849408
457123526,1691753574
457123526,1085960750869417984
457123526,154995534
457123526,4817063272
457123526,438741722
457123526,1182571526568239107
457123526,41125331
457123526,816708566132215808
457123526,21610240
457123526,1172866803552403458
457123526,1139800806008479745
457123526,822647316758855682
457123526,806955527003574273
457123526,1178845852263051265
457123526,993741550348681216
457123526,1156029479828877312
457123526,915070845600567296
457123526,1092086942198452224
457123526,292423737
457123526,899002551114358785
457123526,3353061012
457123526,21498894
457123526,730849609178882048
457123526,1176491355402645504
457123526,2402351540
457123526,958034671824228352
457123526,815391518
457123526,1326737965
457123526,1099070777738055681
457123526,2874359694
457123526,1057444065682305024
457123526,1055179623611408386
457123526,810985180269658112
457123526,1039523018060517376
457123526,1175366523579523072
457123526,1125953346
457123526,1174603004625993729
457123526,105285019
457123526,1098665217813295104
457123526,824007323949469696
457123526,1172519818034958337
457123526,2269390969
457123526,1171477863758843905
457123526,1167042881145556994
457123526,999402071026688000
457123526,417790574
457123526,1113586899946311680
457123526,1159343298256879616
457123526,2393289524
457123526,1059628347775504385
457123526,1160004850412924928
457123526,3302766727
457123526,1164418052689137664
457123526,3208885223
457123526,963107130894114816
457123526,1163776932128989184
457123526,840281105597095938
457123526,1159830255051399168
457123526,1161747120455671808
457123526,25420415
457123526,886041494901096448
457123526,427547952
457123526,724693335487569920
457123526,556504186
457123526,1160975215981191169
457123526,265046910
457123526,429703285
457123526,586195389
457123526,15424137
457123526,958737012344983552
457123526,1124827203278135297
457123526,1517853098
457123526,59511805
457123526,824235374260224001
457123526,375053340
457123526,1107397514561490944
457123526,1145339869109084161
457123526,1150751676195835904
457123526,304915500
457123526,946429143767543808
457123526,3119985214
457123526,102227053
457123526,126197204
457123526,1053162783624388609
457123526,401675584
457123526,3440693962
457123526,823262922881306626
457123526,704261377611980800
457123526,953803660542095360
457123526,930138525101711362
457123526,1144287064978010113
457123526,1140058395262824448
457123526,731533639691964416
457123526,1147952451653439495
457123526,4862342390
457123526,1147333364430573568
457123526,1139081848133492737
457123526,15793787
457123526,2789826107
457123526,1141654912914395141
457123526,593076631
457123526,2713427480
457123526,90915217
457123526,2889057444
457123526,3413067765
457123526,961018386506399744
457123526,2993449593
457123526,1141372537433133058
457123526,491631817
457123526,1141836662575706112
457123526,880617932442673153
457123526,1102248085621800961
457123526,1661561491
457123526,822510151642923009
457123526,1121113801405992963
457123526,1138142279674269696
457123526,145224593
457123526,927850291969642496
457123526,803015939407147008
457123526,802288651640172544
457123526,15772453
457123526,119832781
457123526,263752270
457123526,832788979393060867
457123526,27169195
457123526,22017708
457123526,953504813324689408
457123526,382529938
457123526,914850943593787392
457123526,940190084694990849
457123526,904791962032766978
457123526,941433951905898496
457123526,986300725755031553
457123526,929157962756739072
457123526,1109275824715370496
457123526,894573213597843457
457123526,823008524234092544
457123526,561354040
457123526,874313415648567297
457123526,1053962747019440129
457123526,2948453912
457123526,1966149542
457123526,323132701
457123526,913416571548205057
457123526,2963995962
457123526,875017115979403264
457123526,759149075170201601
457123526,2209655302
457123526,1124636389365243904
457123526,1047685183778873344
457123526,1118589757804748801
457123526,753974664041533440
457123526,2336909199
457123526,2198809010
457123526,1113013920283942913
457123526,761303416782020608
457123526,1102404157175025664
457123526,31196771
457123526,1469419212
457123526,525028644
457123526,770310341972615168
457123526,3530718374
457123526,526715221
457123526,21163171
457123526,104275768
457123526,1013070627580850179
457123526,935177547234422786
457123526,1119264163057025024
457123526,107905668
457123526,772627053086666752
457123526,4703418720
457123526,844439698550460416
457123526,1118692853620912128
457123526,1118476267823730688
457123526,925779741340327936
457123526,224534605
457123526,266361918
457123526,718957124
457123526,947623153773240321
457123526,981696610752258048
457123526,408708289
457123526,1375684140
457123526,937777079579443200
457123526,1113673024060915712
457123526,1009922724406456320
457123526,865613608784244736
457123526,1065431705392226304
457123526,1111977107901558784
457123526,33320176
457123526,932417927009116160
457123526,3939294374
457123526,709388957046280192
457123526,1107210049083097088
457123526,1108682884410470407
457123526,1028314506626301953
457123526,2699801803
457123526,628317677
457123526,759449300883632128
457123526,1110103698972332032
457123526,727987196238630913
457123526,970851394675773440
457123526,779476491092434944
457123526,2558850143
457123526,1069688977710555137
457123526,265624641
457123526,963789929179467777
457123526,948464246064427008
457123526,1089078720713904128
457123526,2290453579
457123526,1106864371760799744
457123526,3894224714
457123526,3294183170
457123526,1068253908122910721
457123526,747537722735104000
457123526,4616597712
457123526,2262620679
457123526,821934653858844672
457123526,1090565833879941120
457123526,1069909308974845953
457123526,794614993413087232
457123526,3249128332
457123526,1101454300344127489
457123526,905848352084041729
457123526,59039140
457123526,2270630270
457123526,1033720311815057408
457123526,1091869836173606912
457123526,1013877380551774210
457123526,9160942
457123526,748668210
457123526,822462665910063105
457123526,767372100327903236
457123526,71036272
457123526,242090120
457123526,1004511540878434304
457123526,897623110563885056
