User_ID_x,7790622,14745550,15335491,17067404,19728844,22686311,24546672,24761032,25409581,29757178,32138442,35627887,36023807,42795468,44245603,46870227,48762009,51175773,58539856,60935743,64722891,65142014,91458291,92728914,115090735,140989303,143795236,154183934,156209575,158920425,159302754,162967620,171561479,173789958,196531533,215446879,215876901,223813995,228147604,247502019,248858868,249782044,261068895,274335684,284677404,297943941,305134790,318357602,320478877,341179470,374572659,383990793,384341065,388579974,392514148,397511255,397812389,404919473,420572254,422937089,424531790,442194176,462114432,471472958,497964337,511231057,513787993,516563463,522110370,538785862,540660963,548626907,557078282,581500758,582445927,593118823,601361069,712746949,722480016,756049831,757634750,822444836,833692508,856463456,864558457,909106970,919886574,933647382,952682149,1099214587,1119574238,1137273540,1286987072,1374664320,1374764281,1428039019,1458272461,1489300873,1541891113,1547761836,1579845464,1603766299,1683575401,1724303324,1870184766,1891556472,1891615903,2176958272,2195493073,2196884166,2346722716,2381198785,2391370394,2412448794,2424692306,2426315467,2464554372,2566078809,2602052260,2738526278,2767997646,2834570816,2894492515,2911679200,2989219299,3007482001,3064348854,3081503914,3093535243,3126680683,3132637902,3160361312,3163628732,3165612010,3166163040,3169087759,3260191711,3266810329,3279650217,3315650567,3363611549
7790622,0,6,5,0,0,0,1,0,0,2,4,8,2,5,2,1,16,6,0,1,0,0,1,0,0,2,1,0,2,0,2,0,0,5,5,0,1,0,1,0,2,14,4,4,0,2,0,1,1,1,0,0,0,4,1,0,4,0,1,0,0,0,0,0,0,1,11,0,0,0,0,0,2,0,0,1,0,0,0,0,4,0,0,0,0,1,3,0,0,0,1,7,0,0,0,0,0,5,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,11,0,0,0,0,3,1,1,2,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0
14745550,6,0,14,0,0,0,9,0,5,2,12,56,12,26,3,0,23,12,0,8,0,0,2,0,0,1,0,0,2,4,15,3,0,9,37,6,4,0,10,0,0,70,5,14,2,3,1,0,0,1,0,1,0,5,1,0,10,2,0,1,0,0,4,0,0,1,34,1,0,2,2,1,2,3,0,0,3,0,1,7,5,1,0,0,3,0,35,0,0,0,3,6,1,0,2,1,0,6,1,1,5,1,0,0,0,3,4,1,0,1,0,0,1,0,30,1,2,0,2,9,1,0,3,5,8,0,0,7,6,1,3,2,0,0,2,0,0,0,0,5,0
15335491,5,14,0,1,1,0,7,0,3,10,8,18,4,19,1,1,9,9,1,1,1,0,0,0,0,0,0,0,0,1,8,0,0,20,21,5,0,0,2,0,0,43,1,16,12,13,1,2,1,0,0,0,0,6,1,0,20,1,8,0,0,0,0,0,2,0,12,0,0,1,0,0,2,1,0,0,0,0,0,1,8,0,0,0,2,1,19,0,0,0,0,24,0,0,0,1,3,5,1,0,3,1,0,1,0,1,3,0,1,8,0,0,0,0,27,0,0,0,9,13,0,0,1,8,3,0,0,5,5,1,0,2,0,5,2,0,0,0,0,2,0
17067404,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19728844,0,0,1,0,0,0,3,0,5,0,1,2,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,3,4,0,0,0,1,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22686311,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
24546672,1,9,7,0,3,0,0,0,4,2,4,23,5,5,7,0,7,4,0,1,0,1,0,0,2,0,0,0,0,0,18,0,0,6,8,9,3,0,2,0,0,38,0,12,1,1,1,1,1,0,0,0,0,5,3,0,5,0,0,0,3,0,2,1,0,4,6,0,0,9,0,1,7,0,0,1,3,1,1,9,0,0,0,1,1,0,11,0,3,0,0,4,0,0,0,2,1,4,0,0,1,1,0,0,0,1,3,1,0,0,0,0,0,0,22,0,0,0,0,15,0,0,1,2,3,0,0,5,1,0,1,0,0,0,0,0,0,0,0,3,1
24761032,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25409581,0,5,3,0,5,0,4,0,0,0,26,22,2,10,24,0,4,3,1,34,0,0,4,1,0,0,0,0,0,16,33,0,0,6,20,5,6,1,2,0,1,29,0,11,1,0,2,0,2,0,0,4,0,16,16,0,8,5,0,0,4,0,3,0,0,1,20,0,0,7,6,1,1,10,0,2,3,0,1,8,0,3,0,4,2,1,12,0,0,0,0,3,0,0,1,1,0,14,0,0,8,0,0,0,1,0,1,0,1,0,0,1,1,0,8,1,0,3,0,10,0,0,2,0,3,0,0,2,5,0,21,0,1,0,1,2,0,3,0,3,0
