,User_ID_x,User_ID_y,Weights
0,16665596,21819264,73
1,16665596,32521113,1
2,16665596,56483993,3
3,16665596,95697038,43
4,16665596,106211842,22
5,16665596,201553765,47
6,16665596,375278130,1
7,16665596,375549185,2
8,16665596,413650758,19
9,16665596,509769573,1
10,16665596,1295672767,9
11,16665596,1399721636,51
12,16665596,1608967496,2
13,16665596,1877566596,1
14,16665596,2180563412,1
15,16665596,2534342832,104
16,16665596,2584178036,4
17,16665596,2658420401,21
18,16665596,2715213326,27
19,16665596,2806775116,4
20,16665596,2831172226,1
21,16665596,2845021300,47
22,16665596,2935492656,1
23,16665596,2970485691,4
24,16665596,3022193149,15
25,16665596,3038116383,13
26,16665596,3043915019,12
27,16665596,3119138842,9
28,16665596,3131055880,32
29,16665596,3181603264,1
30,16665596,3271904619,41
31,16665596,3342381723,1
32,16665596,3361503233,3
33,18227863,20587072,2
34,18227863,31631820,2
35,18227863,32313617,1
36,18227863,32521113,2
37,18227863,84599864,1
38,18227863,95697038,1
39,18227863,106211842,2
40,18227863,133402768,1
41,18227863,239281295,2
42,18227863,292586465,1
43,18227863,336721797,1
44,18227863,375278130,1
45,18227863,375549185,2
46,18227863,493759293,1
47,18227863,509769573,1
48,18227863,520605382,1
49,18227863,594711386,2
50,18227863,969566850,1
51,18227863,972496296,2
52,18227863,1259548171,4
53,18227863,1349093048,1
54,18227863,1399721636,2
55,18227863,1528718839,1
56,18227863,1573722223,1
57,18227863,1855651098,4
58,18227863,2160658435,1
59,18227863,2178564559,3
60,18227863,2383867424,5
61,18227863,2534342832,1
62,18227863,2658420401,1
63,18227863,2845021300,2
64,18227863,2903479080,2
65,18227863,2935492656,1
66,18227863,3038116383,1
67,18227863,3039721373,1
68,18227863,3150327612,1
69,18227863,3217290237,5
70,18227863,3224829778,3
71,18227863,3245355291,1
72,18227863,3271904619,1
73,18227863,3304420079,1
74,18227863,3353633032,1
75,20587072,18227863,2
76,20587072,21395960,2
77,20587072,31631820,1
78,20587072,52432921,2
79,20587072,52560268,2
80,20587072,56483993,1
81,20587072,88302415,1
82,20587072,109071016,1
83,20587072,112628901,1
84,20587072,122215691,1
85,20587072,239281295,2
86,20587072,292586465,1
87,20587072,305506218,1
88,20587072,320146757,1
89,20587072,336721797,13
90,20587072,375278130,1
91,20587072,382151611,2
92,20587072,483405140,7
93,20587072,594711386,7
94,20587072,747723973,12
95,20587072,875902951,2
96,20587072,951010796,2
97,20587072,972496296,10
98,20587072,991346778,1
99,20587072,1259548171,15
100,20587072,1313442830,1
101,20587072,1349093048,3
102,20587072,1399721636,1
103,20587072,1608967496,1
104,20587072,1855651098,8
105,20587072,2160658435,3
106,20587072,2383867424,3
107,20587072,2534342832,2
108,20587072,2565936404,1
109,20587072,2658420401,1
110,20587072,2708308693,5
111,20587072,2715213326,1
112,20587072,2798979048,2
113,20587072,2845021300,1
114,20587072,3039721373,2
115,20587072,3150327612,1
116,20587072,3217290237,7
117,20587072,3224829778,5
118,20587072,3248746786,1
119,20587072,3271904619,1
120,20587072,3353633032,1
121,21395960,20587072,2
122,21395960,32521113,1
123,21395960,44172057,1
124,21395960,56483993,1
125,21395960,84599864,1
126,21395960,292586465,1
127,21395960,375278130,2
128,21395960,375549185,1
129,21395960,429386417,1
130,21395960,483405140,5
131,21395960,495199212,1
132,21395960,509769573,1
133,21395960,621983823,1
134,21395960,951010796,3
135,21395960,969566850,1
136,21395960,972496296,1
137,21395960,1259548171,3
138,21395960,1279365926,1
139,21395960,1399721636,2
140,21395960,1528718839,1
141,21395960,1855651098,1
142,21395960,2383867424,1
143,21395960,2708308693,1
144,21395960,3217290237,1
145,21395960,3353633032,2
146,21819264,16665596,73
147,21819264,32313617,1
148,21819264,32521113,2
149,21819264,44172057,1
150,21819264,56483993,8
151,21819264,84599864,4
152,21819264,88302415,3
153,21819264,95697038,87
154,21819264,106211842,128
155,21819264,133402768,3
156,21819264,201553765,77
157,21819264,282828453,1
158,21819264,305506218,1
159,21819264,375278130,16
160,21819264,375549185,3
161,21819264,413650758,37
162,21819264,429386417,1
163,21819264,483405140,3
164,21819264,509769573,12
165,21819264,594711386,2
166,21819264,875902951,2
167,21819264,972496296,5
168,21819264,1259548171,2
169,21819264,1279365926,1
170,21819264,1295672767,143
171,21819264,1313442830,1
172,21819264,1399721636,110
173,21819264,1528718839,4
174,21819264,1608967496,6
175,21819264,1855651098,13
176,21819264,2534342832,193
177,21819264,2568960285,1
178,21819264,2658420401,126
179,21819264,2708308693,7
180,21819264,2715213326,254
181,21819264,2798979048,1
182,21819264,2806775116,16
183,21819264,2831172226,5
184,21819264,2845021300,137
185,21819264,2935492656,13
186,21819264,2970485691,2
187,21819264,3022193149,39
188,21819264,3038116383,18
189,21819264,3039721373,3
190,21819264,3043915019,32
191,21819264,3119138842,54
192,21819264,3131055880,117
193,21819264,3181603264,3
194,21819264,3217290237,8
195,21819264,3245355291,10
196,21819264,3248746786,1
197,21819264,3271904619,34
198,21819264,3342381723,1
199,21819264,3361503233,9
200,24828490,972496296,1
201,31631820,18227863,2
202,31631820,20587072,1
203,31631820,32313617,1
204,31631820,106211842,1
205,31631820,122215691,1
206,31631820,133402768,2
207,31631820,201553765,1
208,31631820,239281295,1
209,31631820,305506218,1
210,31631820,336721797,1
211,31631820,350747623,1
212,31631820,356634518,1
213,31631820,375549185,2
214,31631820,493759293,1
215,31631820,509769573,1
216,31631820,520605382,1
217,31631820,594711386,1
218,31631820,875902951,1
219,31631820,1349093048,1
220,31631820,1399721636,1
221,31631820,1528718839,1
222,31631820,1855651098,2
223,31631820,1877566596,1
224,31631820,2178564559,3
225,31631820,2180563412,1
226,31631820,2383867424,2
227,31631820,2534342832,1
228,31631820,2658420401,1
229,31631820,2845021300,2
230,31631820,2935492656,1
231,31631820,3022193149,1
232,31631820,3353633032,1
233,32313617,18227863,1
234,32313617,21819264,1
235,32313617,31631820,1
236,32313617,52560268,1
237,32313617,239281295,1
238,32313617,310483874,1
239,32313617,350747623,1
240,32313617,356634518,1
241,32313617,509769573,1
242,32313617,1399721636,2
243,32313617,1528718839,1
244,32313617,1855651098,1
245,32313617,2178564559,1
246,32313617,2383867424,1
247,32313617,2534342832,2
248,32313617,3224829778,1
249,32313617,3231010562,1
250,32313617,3353633032,1
251,32521113,16665596,1
252,32521113,18227863,2
253,32521113,21395960,1
254,32521113,21819264,2
255,32521113,44172057,1
