User_ID,Targets,Target's Polarity Score
990372008,god,0.5247069112956524
586051463,prochoice,-0.2781165507622063
14659577,plannedparenthood,-0.05390867041423917
3041943642,rights,-0.3873236700892448
1125492462,right,-0.540412575006485
26254697,abortion,-0.506907743246605
1170236772,rights,-0.14244076609611508
938073644,babies,-0.33722604799550027
35206917,prolife,-0.06329835182987154
1548835656,life,-0.2954213579830069
2519041406,children,-0.233489103615284
24192269,lives,-0.33863704092800617
556261687,prochoice,-0.23251403154184422
376370548,choice,-0.6276004128158092
24192269,choice,0.05546091124415395
15577097,prolife,0.37799656486863065
101480081,abortion,-0.6832737140357494
770885527,murder,-0.4717738218605518
140265010,baby,-0.5622853450477123
135586989,babies,-0.5362364504486322
1938077630,right,-0.1651963083339589
3187165597,god,-0.3750489056110382
88296327,prolife,0.35069772047301134
140265010,lives,-0.504910834133625
623033353,right,0.5418729409575462
3164117968,abortion,-0.6049163738886515
109360465,right,-0.34218178751568
376370548,child,-0.3602890682717164
1548835656,babies,-0.6043462045490742
603073691,murder,-0.7190092550590634
1548835656,prochoice,0.28760328851640227
263748985,choice,0.4040016978979111
1125492462,women,-0.3476258753488461
1057244852,child,-0.35440480314633427
2859217526,baby,-0.3807987831532955
1395074425,prolife,0.33753785739342373
35206917,plannedparenthood,-0.06623568432405591
115883210,god,-0.5459121018648148
230899742,baby,-0.3918226808309555
2933804643,prolife,0.3127472774174653
230899742,murder,-0.5210744316379229
115883210,lives,-0.6682078875601292
135586989,life,0.0023348599672317503
3187165597,life,0.15455695783550089
2559582960,abortion,-0.4346855758513148
938073644,abortions,-0.5567563589662313
35206917,lives,-0.1518938262015581
3241958463,prolife,0.29775411233443905
542156090,prolife,0.38171007484197617
556261687,pregnancy,-0.13634613156318665
1099255296,abortion,-0.4825714568141848
3164925309,life,-0.0717584030436618
3164117968,babies,-0.4677967578172684
319945811,right,-0.2670409083366394
16185232,life,0.20703868262353353
2772418567,child,0.05378259691808905
2772418567,baby,-0.7076366245746613
298821330,child,-0.5150588601827621
1099255296,lives,-0.13404035053270705
61266376,children,-0.5657395496964455
323085742,abortions,-0.5817877178390821
88296327,abortion,-0.40268802518645924
14659577,choice,-0.4082249104976654
1125492462,choice,-0.5085391346365213
28246428,women,-0.4139751046895981
41595110,prolife,0.2782512566293864
1125492462,child,-0.642088383436203
16185232,children,-0.08448945470154286
16185232,lady,-0.28007594123482704
256982070,murder,-0.7067676344420761
2559582960,women,-0.4598371065221727
324119016,murder,-0.7199267204850912
16485255,rights,-0.31556671112775797
1004978347,god,-0.474303737282753
157373298,life,-0.08852422709266343
323085742,babies,-0.44585269317030907
332390008,prolife,0.1770506851375103
88296327,life,-0.3360665999352932
16185232,child,0.008299695224397725
16485255,choice,-0.35618650540709496
1097027300,abortion,-0.31802745163440704
29967957,prolife,-0.4085579514503479
38031897,children,-0.8125985432416201
1938077630,baby,-0.3068741786604126
115883210,right,-0.7706050686538221
29967957,prochoice,-0.20740194265779696
157373298,rights,-0.39215508688773426
61314212,abortions,-0.5474071055650711
3241958463,baby,0.06244225171394646
33051120,murder,-0.544318336683015
3294543707,prochoice,-0.3583550974726677
1004978347,abortion,-0.4505169540643692
1099255296,baby,-0.11857047863304615
28246428,life,-0.1481333722670873
1120979353,babies,-0.0974349033087492
2519041406,babies,-0.38680239021778107
16185232,abortion,-0.5160262624902482
26254697,prochoice,-0.4916307058185339
299776432,prochoice,-0.2120243782798449
7435562,abortions,-0.6050708070397377
1395074425,plannedparenthood,0.2350080870091915
176187991,rights,-0.3604171499609947
35525976,rights,-0.2920851781964302
323085742,women,-0.4658609516918659
1170236772,baby,-0.5911904573440552
1720527314,abortions,-0.49031826108694077
3241958463,children,-0.24390935525298119
3241958463,prochoice,0.17957116204958695
176187991,prochoice,0.2037204864124457
2794490467,babies,-0.361654356867075
126652559,god,-0.3918290063738823
24192269,life,0.21950335897229337
274582904,choice,-0.14830139758331434
256982070,god,-0.2695485815405846
135586989,plannedparenthood,-0.17997393757104874
56798817,women,-0.16357889026403427
603073691,god,-0.4353428035974503
1099255296,women,-0.258086604538413
623033353,babies,0.21471168100833893
63195884,lives,-0.4878048673272133
332390008,life,0.14667527042329312
2772418567,babies,-0.47624969730774563
3187165597,abortions,-0.35597612460454303
3343095340,prolife,-0.0031149188289418817
323085742,prolife,-0.7412365768104792
370422480,plannedparenthood,-0.483939397148788
193573825,god,-0.2559831440448761
3254663659,plannedparenthood,-0.17925857504208884
126652559,abortions,-0.4612663462758064
109360465,lives,0.11165234694878261
1125492462,life,-0.15976406364805165
63195884,right,-0.3824970498681069
3041943642,children,-0.42451322823762894
3153527292,abortion,-0.7975735608488321
1125492462,baby,-0.36118112557700705
274582904,child,-0.6117901718243957
323085742,right,-0.3696666285395622
2683134085,plannedparenthood,-0.1959100030362606
56798817,abortion,-0.4081217797845602
3241958463,child,0.09987038498123486
230899742,abortion,-0.5038123404225096
542156090,abortion,-0.5257378332316875
501234848,lives,0.2104386538267136
33051120,babies,-0.4881788945446412
1938597084,choice,0.4529271554201842
319945811,plannedparenthood,-0.5329678803682327
586051463,women,-0.3358849883079529
1099255296,child,-0.5111180258293947
3164925309,plannedparenthood,-0.3118309807032347
319945811,women,-0.511493201367557
256982070,children,-0.04963409714400766
1099255296,choice,-0.24572157487273216
3133025402,murder,-0.7719515655189753
49715720,choice,-0.7517873346805573
245580162,women,-0.50781967677176
1125492462,rights,-0.15341820791363717
2937150214,rights,-0.29925989359617233
501234848,child,-0.23120257444679737
501234848,baby,-0.2919038257428578
2772418567,choice,0.01797770957152049
157373298,baby,-0.4495296187698841
3318314009,prochoice,-0.06877274252474311
28246428,abortions,-0.42033589258790016
556261687,lives,-0.3540838845074177
28246428,child,-0.5305096060037613
509769573,prochoice,-0.27996613870820275
49715720,prochoice,-0.08291507186368106
274582904,pregnancy,-0.41380753774534573
1507070148,plannedparenthood,0.21993514026204744
938073644,lives,-0.6470586284995079
307409976,abortion,-0.40382285925249256
41595110,abortion,-0.5579918920993805
230899742,babies,-0.348927411117724
623033353,abortion,-0.7608683165162802
176187991,women,-0.4934372901916504
3041519156,rights,-0.2533953934907913
115883210,children,-0.5871899332851171
16185232,murder,-0.6026587896049023
938073644,murder,-0.5269211408283029
24192269,lady,0.3127437196671963
770885527,abortion,-0.5310520302202251
49715720,life,-0.8276241850107908
1900908690,women,-0.39754211962703734
526650706,babies,-0.768828259035945
546009548,women,-0.4797581471502781
176187991,murder,-0.5960111264139414
1938077630,abortions,-0.4145927349371569
319945811,abortion,-0.43544313515303656
157373298,child,-0.39443970078395474
274582904,prochoice,0.1317592400054519
16485255,abortion,-0.5925696799531579
3241958463,abortions,-0.7147344364784658
241612113,choice,-0.325680673122406
157373298,prolife,0.13097556300360608
307409976,baby,0.2575463280081749
3294543707,right,-0.5346902310848236
937484864,abortion,-0.538141530007124
140265010,choice,-0.28829892072826624
29967957,women,-0.5176737437723204
2683134085,god,-0.2704056352376938
603073691,lives,-0.6702483929693699
61266376,prochoice,0.2785309590399265
546009548,child,-0.5256343241780996
109360465,rights,-0.39018698697063053
230899742,prolife,0.2009771289660386
2559582960,plannedparenthood,-0.22642920603458253
324119016,choice,0.3753071837127209
3294543707,women,-0.34387848153710365
1548835656,pregnancy,-0.5197272077202797
1720527314,lives,-0.19861501269042492
2559582960,god,0.21180263720452783
41595110,lives,-0.3661433532834053
245580162,child,-0.3190815520938486
3164925309,prolife,0.0666801802475344
376370548,prolife,-0.22708051864589965
256982070,rosary,0.29511260241270065
603073691,choice,-0.1853377011915048
307409976,prochoice,-0.05622198851779103
1675930123,rights,-0.7352958936244249
3078208799,babies,-0.7568613085895777
126652559,babies,-0.5504631491547282
501234848,god,0.03755311854183672
2794490467,abortions,-0.5316544398665428
2595010674,baby,0.39151668548583984
274582904,rights,-0.8218521317467093
1856280157,choice,-0.6866714209318161
3318314009,life,-0.7384036891162395
2855795572,abortions,-0.19609200457731882
16485255,women,-0.7079898715019226
7435562,prolife,-0.2766907289624214
556261687,choice,0.046870581805706024
292370994,prochoice,0.4017662554979324
2873316438,abortion,-0.5823860044280688
2855795572,women,-0.06852899119257927
33051120,prolife,0.2059377059340477
41595110,pregnancy,-0.06976550941665967
1120979353,abortion,-0.5750328982248902
2595010674,life,0.22091573120978397
1097027300,life,-0.2912255600094795
3164117968,murder,-0.754274227656424
938073644,women,-0.4774581224968036
770885527,god,-0.3292156768341859
324119016,abortion,-0.5292551856487989
938073644,children,-0.21272434294223785
3318314009,choice,-0.7788305822759867
2375945442,prochoice,-0.6100034229457378
