User_ID,Targets,Target's Polarity Score
567649661,semst,-0.2782523185014725
887569722,country,0.2423851937055588
417201420,realdonaldtrump,-0.811275526881218
457123526,semst,0.30668237060308456
565501978,nothing,-0.21516196429729464
38900178,hell,-0.4439526870846749
1208304842,trump,-0.22513170912861824
47545018,trump,0.26550403237342834
237754267,trump,-0.5172615274786949
26517251,donald,-0.25175510346889496
14314844,candidate,-0.7125642895698547
616303472,trump,-0.3315626606345177
1292620070,nothing,-0.5343880504369736
28387976,obama,-0.6286229267716408
2782373709,semst,-0.5064372718334198
24176655,semst,-0.348938949406147
23775246,time,-0.3041033297777176
43962567,party,0.3515175096690655
1430129144,country,-0.4587126970291138
3141654004,president,-0.6128937937319279
16579411,truth,-0.3920221067965031
56838981,life,0.4269364885985851
453561436,america,-0.76344083994627
3358621409,america,-0.7625564821064472
87878811,america,-0.8172288127243519
2933545119,trump,-0.2281334102153778
19363152,time,0.5398258976638317
260277195,realdonaldtrump,-0.4831347838044167
553480874,semst,-0.5652539320290089
863889445,thing,0.27086805552244186
457123526,america,0.2991578131914139
2737178169,obama,-0.7193929050117731
92643660,trump,-0.2673951089382172
20415005,trump,-0.6250188052654266
44565886,trump,-0.477775864303112
1697810262,nothing,-0.6281079947948456
480859386,truth,-0.29580822587013245
237754267,candidate,-0.517209492623806
56838981,country,0.4269397035241127
145740792,semst,-0.6778696402907372
3000593912,semst,-0.4848989546298981
374289688,realdonaldtrump,-0.2050638683140278
380404913,semst,-0.9265312096104026
3352331979,semst,-0.8664756640791893
161272503,bs,-0.8046133350580931
48240104,president,0.7487648017704487
1701231847,trump,-0.3409176543354988
374289688,truth,-0.2010626718401909
1210688401,semst,-0.8333771079778671
357625948,party,0.2842114418745041
2762876709,realdonaldtrump,-0.9035475966520607
103707227,country,0.7624123282730579
1574070996,obama,-0.6561886072158813
39106123,semst,-0.4942259192466736
24294066,party,-0.6727289650589228
3244012093,america,0.22937923669815066
335915054,time,-0.26996783167123795
1430129144,truth,-0.3760883137583733
43251355,president,-0.4635402299463749
178863237,trump,-0.27946502715349203
1574070996,semst,-0.6579098552465439
25794695,semst,0.22773956507444384
358852183,president,0.6671737618744373
566898139,semst,0.2502095326781273
938272970,truth,-0.20156735181808472
80605638,time,0.6436934098601341
865780110,truth,-0.24992670118808746
52242864,semst,-0.2956816852092743
43958210,semst,-0.36702921986579895
357625948,thing,0.28420283645391464
294431458,realdonaldtrump,0.25158584862947464
938272970,mexicans,-0.20192602276802066
2904178633,semst,-0.8918232880532742
16313440,country,-0.7545188777148724
3207939867,time,0.21074798703193665
49360369,president,-0.29070933908224106
24294066,trump,-0.6727252472192049
1202310276,semst,-0.9469576664268969
36864149,semst,-0.8884927956387401
29134922,trump,-0.4977710470557213
2933932956,life,0.4590916186571121
2830642691,greece,-0.6935993116348982
380404913,america,-0.9250096641480924
3255718752,semst,-0.24032893404364586
1613729870,thing,-0.2660286724567413
2373807873,guy,-0.370200552046299
887569722,time,0.5942202284932137
25794695,trump,0.21696322411298752
305440110,president,0.4051859006285667
27944341,america,-0.5998067855834961
28913772,realdonaldtrump,-0.2389466799795628
16077441,semst,0.2235478311777115
20415005,semst,-0.6271020472049713
2842797465,hell,-0.6502633132040501
1202310276,bs,-0.9460658300668
753498337,obama,-0.8645653687417507
457123526,trump,-0.4295125678181648
193192630,realdonaldtrump,0.203714270144701
453561436,trump,-0.7634541206061841
16579411,country,-0.4936236627399922
30043610,realdonaldtrump,-0.3642908036708832
33831682,life,-0.2282467409968376
2502484436,semst,-0.8417346905916929
355258993,semst,0.20733104646205905
57461026,country,-0.5051676705479622
603741920,trump,-0.6894599348306656
1659062558,trump,-0.4158966615796089
2869158160,thing,-0.4105691090226173
2608084976,trump,0.6125779002904892
2342293747,semst,-0.2301216423511505
36864149,candidate,-0.3789862170815468
126410996,trump,-0.7979325857013464
2216532829,nothing,-0.9161411253735424
2373807873,donald,-0.3701997958123684
23795703,semst,0.20351123809814453
846447662,greece,-0.2565965950489044
323896529,thing,-0.4307817183434963
224333112,hell,-0.7707988508045673
1250393527,semst,-0.7446589507162571
28913772,truth,-0.2312468364834785
1323411324,president,-0.3916347697377205
1601491392,country,-0.6490748040378094
2421964502,truth,-0.2301198244094849
938528232,guy,-0.3323127031326294
938272970,trump,-0.2015698254108429
574670873,party,-0.6007725335657597
323896529,trump,-0.4481261968612671
747289232,bs,-0.5115384906530379
1323411324,country,-0.3916358575224877
2447898228,america,-0.4360967092216015
