Tweet_ID,User_ID,User_Follower_Counts,Topic,Targets,Target's Polarity Score,Stance
614107438652989440,14803951,195235,Climate Change is a Real Concern,strategy,0.2030527200549841,FAVOR
614107438652989440,14803951,195235,Climate Change is a Real Concern,place,0.20305023156106472,FAVOR
614107438652989440,14803951,195235,Climate Change is a Real Concern,conference,0.20305235683918,FAVOR
614107438652989440,14803951,195235,Climate Change is a Real Concern,paris,0.20305061526596546,FAVOR
614107438652989440,14803951,195235,Climate Change is a Real Concern,december,0.20305059850215912,FAVOR
614108966121934848,212463932,5049,Climate Change is a Real Concern,action,0.415016733109951,FAVOR
614111100024455169,212463932,5049,Climate Change is a Real Concern,jobs,0.32500991225242615,FAVOR
614111100024455169,212463932,5049,Climate Change is a Real Concern,albertans,0.32847752422094345,FAVOR
614111100024455169,212463932,5049,Climate Change is a Real Concern,strategy,0.32501019164919853,FAVOR
614111100024455169,212463932,5049,Climate Change is a Real Concern,goals,0.6651072800159454,FAVOR
614124675694620672,173321172,9448,Climate Change is a Real Concern,gkremen,0.2788078058511019,FAVOR
614124675694620672,173321172,9448,Climate Change is a Real Concern,suffolkbuilds,0.278807919472456,FAVOR
614124675694620672,173321172,9448,Climate Change is a Real Concern,region,0.27469538524746895,FAVOR
614124675694620672,173321172,9448,Climate Change is a Real Concern,semst,0.27743408270180225,FAVOR
614126155533135872,3017893369,54,Climate Change is a Real Concern,assholes,-0.9136669300496578,AGAINST
614127869174812672,12626962,169247,Climate Change is a Real Concern,event,0.4943699687719345,FAVOR
614127869174812672,12626962,169247,Climate Change is a Real Concern,green,0.24991058558225632,FAVOR
614135540464676868,2391870344,3452,Climate Change is a Real Concern,generation,0.2855958491563797,FAVOR
614135540464676868,2391870344,3452,Climate Change is a Real Concern,activists,0.2855992913246155,FAVOR
614172891685392385,172081908,35217,Climate Change is a Real Concern,generation,-0.2528717964887619,FAVOR
614172891685392385,172081908,35217,Climate Change is a Real Concern,nothing,-0.2528616636991501,FAVOR
614196168877182976,108419139,112,Climate Change is a Real Concern,state,-0.26849595829844475,NONE
614196168877182976,108419139,112,Climate Change is a Real Concern,world,-0.26850179582834244,NONE
614198451346272256,313121798,778,Climate Change is a Real Concern,hope,0.24890229851007462,FAVOR
614215689222488064,343095829,125,Climate Change is a Real Concern,dannyksfun,0.7236939445137978,NONE
614215689222488064,343095829,125,Climate Change is a Real Concern,kdeleon,0.4544614087790251,NONE
614215689222488064,343095829,125,Climate Change is a Real Concern,diversity,0.442429618909955,NONE
614215689222488064,343095829,125,Climate Change is a Real Concern,innovation,0.4424280524253845,NONE
614243686751166464,2993036154,1415,Climate Change is a Real Concern,home,0.24248144775629044,FAVOR
614291777533644800,41479697,3654,Climate Change is a Real Concern,church,-0.6367771551012993,NONE
614291777533644800,41479697,3654,Climate Change is a Real Concern,crush,0.25443385913968086,NONE
614291777533644800,41479697,3654,Climate Change is a Real Concern,popefrancis,0.2680235877633095,NONE
614291777533644800,41479697,3654,Climate Change is a Real Concern,shhhh,-0.46439065784215927,NONE
614299348029997056,1605668706,520,Climate Change is a Real Concern,usa,-0.6766820698976517,FAVOR
614299348029997056,1605668706,520,Climate Change is a Real Concern,damage,-0.676679328083992,FAVOR
614299348029997056,1605668706,520,Climate Change is a Real Concern,semst,-0.6787443831562996,FAVOR
614302874827378688,314243234,28751,Climate Change is a Real Concern,intellect,0.359035138040781,NONE
614302874827378688,314243234,28751,Climate Change is a Real Concern,scientist,0.3590327464044094,NONE
614303114854834177,118915743,277,Climate Change is a Real Concern,mind,-0.29777907580137253,NONE
614303114854834177,118915743,277,Climate Change is a Real Concern,semst,-0.30116596072912216,NONE
614310668100063233,344831740,4835,Climate Change is a Real Concern,exchange,0.4685281999409199,NONE
614310668100063233,344831740,4835,Climate Change is a Real Concern,worlds,0.46853206120431423,NONE
614370735767879680,67873734,14182,Climate Change is a Real Concern,sustainability,0.2970275580883026,FAVOR
614383315286630400,55650895,1441,Climate Change is a Real Concern,coal,-0.20197024196386337,NONE
614383315286630400,55650895,1441,Climate Change is a Real Concern,semst,-0.20295467972755432,NONE
614388208743383040,563613307,3802,Climate Change is a Real Concern,congress,0.23904132470488548,FAVOR
614388208743383040,563613307,3802,Climate Change is a Real Concern,bartolinimatteo,0.23824747279286385,FAVOR
614388208743383040,563613307,3802,Climate Change is a Real Concern,agriculture,0.23098153248429298,FAVOR
614388208743383040,563613307,3802,Climate Change is a Real Concern,semst,0.23460203036665916,FAVOR
614389280278974464,52436759,2852,Climate Change is a Real Concern,degrowth,-0.6611786559224129,FAVOR
614389280278974464,52436759,2852,Climate Change is a Real Concern,planet,-0.6591564044356346,FAVOR
614400941001965568,2470409048,200,Climate Change is a Real Concern,stand,0.22521420568227768,FAVOR
614400941001965568,2470409048,200,Climate Change is a Real Concern,semst,0.22880825772881508,FAVOR
614443969125052416,254744099,193,Climate Change is a Real Concern,islamists,-0.49746303260326385,NONE
614443969125052416,254744099,193,Climate Change is a Real Concern,tunisia,-0.49689045920968056,NONE
614443969125052416,254744099,193,Climate Change is a Real Concern,syria,-0.4968898221850395,NONE
614443969125052416,254744099,193,Climate Change is a Real Concern,lets,-0.26480599865317345,NONE
614443969125052416,254744099,193,Climate Change is a Real Concern,threat,-0.2648119330406189,NONE
614443969125052416,254744099,193,Climate Change is a Real Concern,hoax,-0.2648126408457756,NONE
614443969125052416,254744099,193,Climate Change is a Real Concern,semst,-0.265913937240839,NONE
614448331469684736,25697311,192,Climate Change is a Real Concern,guy,-0.7274623699486256,FAVOR
614448331469684736,25697311,192,Climate Change is a Real Concern,semst,0.20225036144256592,FAVOR
614460594075254784,762583238,565,Climate Change is a Real Concern,republicans,-0.6476643960922956,NONE
614480159626915840,258551101,3562,Climate Change is a Real Concern,flyingfree333,0.27174564450979233,NONE
614480159626915840,258551101,3562,Climate Change is a Real Concern,prognostication,-0.6531129777431488,NONE
614500466450264064,432048547,7033,Climate Change is a Real Concern,lets,-0.21880660951137543,FAVOR
614500466450264064,432048547,7033,Climate Change is a Real Concern,semst,-0.6343349292874336,FAVOR
614506245685428224,3060277294,362,Climate Change is a Real Concern,sustainability,0.37999387830495834,FAVOR
614519120134975489,2232982311,747,Climate Change is a Real Concern,l,0.3090096116065979,FAVOR
614519120134975489,2232982311,747,Climate Change is a Real Concern,r,-0.717722948640585,FAVOR
614519120134975489,2232982311,747,Climate Change is a Real Concern,environment,-0.658730760216713,FAVOR
614528599635267584,197918942,27,Climate Change is a Real Concern,eah,0.21941658109426498,NONE
614528599635267584,197918942,27,Climate Change is a Real Concern,round,0.21377594769001007,NONE
614546471371718657,148860840,311,Climate Change is a Real Concern,cow,-0.5252355448901653,FAVOR
614546471371718657,148860840,311,Climate Change is a Real Concern,chicken,-0.5252374596893787,FAVOR
614546471371718657,148860840,311,Climate Change is a Real Concern,terms,-0.5252397879958153,FAVOR
614546471371718657,148860840,311,Climate Change is a Real Concern,emissions,-0.5252416394650936,FAVOR
