,Tweet_ID,User_ID,User_Follower_Counts,Topic,Targets,Target's Polarity Score,Stance
0,588392716372992000,2715213326,1076,Feminist Movement,feminists,-0.5743831768631935,AGAINST
1,588392716372992000,2715213326,1076,Feminist Movement,time,-0.5727982521057129,AGAINST
2,588392716372992000,2715213326,1076,Feminist Movement,papers,-0.5727693922817707,AGAINST
3,588392716372992000,2715213326,1076,Feminist Movement,tumblr,-0.5759891159832478,AGAINST
4,588392716372992000,2715213326,1076,Feminist Movement,bigots,-0.5743648931384087,AGAINST
5,588393340099493888,2715213326,1076,Feminist Movement,civilization,-0.7380863018333912,AGAINST
6,588393340099493888,2715213326,1076,Feminist Movement,sweat,-0.7380827441811562,AGAINST
7,588393340099493888,2715213326,1076,Feminist Movement,tears,-0.7380846068263054,AGAINST
8,588396780208947200,2568960285,295,Feminist Movement,slut,-0.9216318810358644,FAVOR
9,588397759805394944,305506218,472,Feminist Movement,suns,0.30741075426340103,FAVOR
10,588397759805394944,305506218,472,Feminist Movement,dresses,0.2300008833408356,FAVOR
11,588397759805394944,305506218,472,Feminist Movement,life,-0.7526399493217468,FAVOR
12,588397759805394944,305506218,472,Feminist Movement,yesallwomen,0.2614613324403763,FAVOR
13,588397759805394944,305506218,472,Feminist Movement,everydaysexism,0.33800750598311424,FAVOR
14,588402793481949184,2756873076,2122,Feminist Movement,sexism,-0.7517533525824547,FAVOR
15,588425794969440256,1528718839,590,Feminist Movement,yesallwomen,0.2615497633814812,FAVOR
16,588440215699775488,115729308,658,Feminist Movement,politics,-0.7920135483145714,FAVOR
17,588454999413391360,375278130,1209,Feminist Movement,girls,-0.2638239413499832,AGAINST
18,588454999413391360,375278130,1209,Feminist Movement,women,-0.26382479816675186,AGAINST
19,588454999413391360,375278130,1209,Feminist Movement,time,-0.2638287618756294,AGAINST
20,588454999413391360,375278130,1209,Feminist Movement,symbol,-0.263821117579937,AGAINST
21,588457762239057920,1556984887,103,Feminist Movement,job,0.2031506597995758,FAVOR
22,588457762239057920,1556984887,103,Feminist Movement,candidate,0.20315144211053848,FAVOR
23,588457762239057920,1556984887,103,Feminist Movement,gender,0.203150175511837,FAVOR
24,588457762239057920,1556984887,103,Feminist Movement,gender,-0.6355723291635513,FAVOR
25,588497616490655744,481713367,108,Feminist Movement,girl,0.5031569823622704,FAVOR
26,588497616490655744,481713367,108,Feminist Movement,ericwynalda,0.5185775626450777,FAVOR
27,588497616490655744,481713367,108,Feminist Movement,meganrapinoe,0.5185727272182703,FAVOR
28,588497616490655744,481713367,108,Feminist Movement,hell,0.5031722411513329,FAVOR
29,588510216272084993,76148385,609,Feminist Movement,switch,-0.2997889332473278,NONE
30,588517076156813312,2701764742,232,Feminist Movement,yaahnemba,-0.7561611263081431,NONE
31,588517076156813312,2701764742,232,Feminist Movement,jeans,-0.7494690092280507,NONE
