Base Noun,Frequency (based on tweets),Polarity Positive(%),Polarity Negative (%),User_ID
danaperino,1,0.0,100.0,946406934
chicago,1,100.0,0.0,80605638
athletes,1,0.0,100.0,380404913
videogame,1,100.0,0.0,108155579
saramurray,1,0.0,100.0,49216749
war,1,0.0,100.0,27944341
movement,1,100.0,0.0,294431458
destruction,2,0.0,100.0,3255842786
destruction,2,0.0,100.0,177584156
suits,1,100.0,0.0,29134922
style,1,0.0,100.0,577309341
ambassador,1,100.0,0.0,47545018
shoutout,1,100.0,0.0,938528232
lgbt,1,0.0,100.0,1687003296
news,1,100.0,0.0,2933545119
steam,1,100.0,0.0,28913772
effrontery,1,100.0,0.0,37293223
deviants,1,0.0,100.0,28387976
supremecourt,1,0.0,100.0,718904023
dems,1,0.0,100.0,27665506
conclusion,2,0.0,100.0,2753891385
conclusion,2,0.0,100.0,2663115926
progressivecommandment,1,100.0,0.0,177584156
blacks,1,0.0,100.0,196292489
cop,1,0.0,100.0,1511205571
youth,1,100.0,0.0,413733020
semst,325,88.3076923076923,11.692307692307692,289666976
semst,325,88.3076923076923,11.692307692307692,747289232
semst,325,88.3076923076923,11.692307692307692,2499345348
semst,325,88.3076923076923,11.692307692307692,718904023
semst,325,88.3076923076923,11.692307692307692,274136152
semst,325,88.3076923076923,11.692307692307692,1777557487
semst,325,88.3076923076923,11.692307692307692,1447960080
semst,325,88.3076923076923,11.692307692307692,44235624
semst,325,88.3076923076923,11.692307692307692,27944341
semst,325,88.3076923076923,11.692307692307692,2502484436
semst,325,88.3076923076923,11.692307692307692,225196660
semst,325,88.3076923076923,11.692307692307692,3346219157
semst,325,88.3076923076923,11.692307692307692,2412708224
semst,325,88.3076923076923,11.692307692307692,544714368
semst,325,88.3076923076923,11.692307692307692,52242864
semst,325,88.3076923076923,11.692307692307692,2903733490
semst,325,88.3076923076923,11.692307692307692,43958210
semst,325,88.3076923076923,11.692307692307692,35759628
semst,325,88.3076923076923,11.692307692307692,183399458
semst,325,88.3076923076923,11.692307692307692,108155579
semst,325,88.3076923076923,11.692307692307692,565501978
semst,325,88.3076923076923,11.692307692307692,3207939867
semst,325,88.3076923076923,11.692307692307692,388532818
semst,325,88.3076923076923,11.692307692307692,19268859
semst,325,88.3076923076923,11.692307692307692,26308591
semst,325,88.3076923076923,11.692307692307692,1659062558
semst,325,88.3076923076923,11.692307692307692,1716228649
semst,325,88.3076923076923,11.692307692307692,1099962955
semst,325,88.3076923076923,11.692307692307692,753498337
semst,325,88.3076923076923,11.692307692307692,239242782
semst,325,88.3076923076923,11.692307692307692,2651100063
semst,325,88.3076923076923,11.692307692307692,33014006
semst,325,88.3076923076923,11.692307692307692,177584156
semst,325,88.3076923076923,11.692307692307692,1428473052
semst,325,88.3076923076923,11.692307692307692,177584156
semst,325,88.3076923076923,11.692307692307692,18448384
semst,325,88.3076923076923,11.692307692307692,57461026
semst,325,88.3076923076923,11.692307692307692,530808482
semst,325,88.3076923076923,11.692307692307692,288961609
semst,325,88.3076923076923,11.692307692307692,594221885
semst,325,88.3076923076923,11.692307692307692,1065869268
semst,325,88.3076923076923,11.692307692307692,298060189
semst,325,88.3076923076923,11.692307692307692,279223008
semst,325,88.3076923076923,11.692307692307692,304185897
semst,325,88.3076923076923,11.692307692307692,1145546574
semst,325,88.3076923076923,11.692307692307692,3304265169
semst,325,88.3076923076923,11.692307692307692,539281570
semst,325,88.3076923076923,11.692307692307692,30043610
semst,325,88.3076923076923,11.692307692307692,1210688401
semst,325,88.3076923076923,11.692307692307692,303918175
semst,325,88.3076923076923,11.692307692307692,33831682
semst,325,88.3076923076923,11.692307692307692,1511205571
semst,325,88.3076923076923,11.692307692307692,446690057
semst,325,88.3076923076923,11.692307692307692,537168634
semst,325,88.3076923076923,11.692307692307692,235791649
semst,325,88.3076923076923,11.692307692307692,2762876709
semst,325,88.3076923076923,11.692307692307692,2447898228
semst,325,88.3076923076923,11.692307692307692,335915054
semst,325,88.3076923076923,11.692307692307692,487984707
semst,325,88.3076923076923,11.692307692307692,1118034906
semst,325,88.3076923076923,11.692307692307692,239964758
semst,325,88.3076923076923,11.692307692307692,2811712112
semst,325,88.3076923076923,11.692307692307692,177584156
semst,325,88.3076923076923,11.692307692307692,28707625
semst,325,88.3076923076923,11.692307692307692,28913772
semst,325,88.3076923076923,11.692307692307692,3332543943
semst,325,88.3076923076923,11.692307692307692,128947880
semst,325,88.3076923076923,11.692307692307692,80605638
semst,325,88.3076923076923,11.692307692307692,56749735
semst,325,88.3076923076923,11.692307692307692,2830642691
semst,325,88.3076923076923,11.692307692307692,439245840
semst,325,88.3076923076923,11.692307692307692,16313440
semst,325,88.3076923076923,11.692307692307692,16313440
semst,325,88.3076923076923,11.692307692307692,196292489
semst,325,88.3076923076923,11.692307692307692,23775246
semst,325,88.3076923076923,11.692307692307692,38900178
semst,325,88.3076923076923,11.692307692307692,213800459
semst,325,88.3076923076923,11.692307692307692,1616820708
semst,325,88.3076923076923,11.692307692307692,48240104
semst,325,88.3076923076923,11.692307692307692,92643660
semst,325,88.3076923076923,11.692307692307692,145740792
semst,325,88.3076923076923,11.692307692307692,33831682
semst,325,88.3076923076923,11.692307692307692,1250393527
semst,325,88.3076923076923,11.692307692307692,205367013
semst,325,88.3076923076923,11.692307692307692,2952468264
semst,325,88.3076923076923,11.692307692307692,262052102
semst,325,88.3076923076923,11.692307692307692,2342293747
semst,325,88.3076923076923,11.692307692307692,289089975
semst,325,88.3076923076923,11.692307692307692,187351126
semst,325,88.3076923076923,11.692307692307692,2842797465
semst,325,88.3076923076923,11.692307692307692,2153532458
semst,325,88.3076923076923,11.692307692307692,609244293
semst,325,88.3076923076923,11.692307692307692,380145388
semst,325,88.3076923076923,11.692307692307692,81582751
semst,325,88.3076923076923,11.692307692307692,24810726
semst,325,88.3076923076923,11.692307692307692,2869158160
semst,325,88.3076923076923,11.692307692307692,364324850
semst,325,88.3076923076923,11.692307692307692,126523005
semst,325,88.3076923076923,11.692307692307692,954124423
semst,325,88.3076923076923,11.692307692307692,2933932956
semst,325,88.3076923076923,11.692307692307692,1697810262
