,Tweet_ID,User_ID,Targets,Mean_Polarity
0,588385636681322497,388579974,blessings,0.31343693658709526
1,588385636681322497,388579974,day,0.31344272941350937
2,588385636681322497,388579974,energy,0.3134381175041199
3,588385636681322497,388579974,hope,0.6852393262088299
4,588385636681322497,388579974,lord,0.3134493716061115
5,588385636681322497,388579974,sins,0.31344664096832275
6,588385636681322497,388579974,strength,0.3134371004998684
7,588386306532777985,16027532,god,0.4354386441409588
8,588386306532777985,16027532,matthew,0.23817797005176544
9,588386306532777985,16027532,peace,0.23818430304527283
10,588386306532777985,16027532,peacemakers,0.4402667060494423
11,588391388619890688,1219714032,focus,0.3696531280875206
12,588391388619890688,1219714032,salah,0.3736709952354431
13,588391388619890688,1219714032,understanding,0.36965133994817734
14,588426575483432962,710757859,women,0.5820487029850483
15,588435520264523776,249782044,battle,0.43411971256136894
16,588435520264523776,249782044,butgod,0.26440348476171494
17,588435520264523776,249782044,peace,0.4341177009046078
18,588435520264523776,249782044,time,0.4341215752065182
19,588435520264523776,249782044,truth,0.2598946839570999
20,588450499629834240,864558457,gift,0.469666488468647
21,588450499629834240,864558457,love,0.4696723185479641
22,588450499629834240,864558457,muhammad,0.4696696065366268
23,588450499629834240,864558457,one,0.46967074275016785
24,588450882456453120,2229265825,halcyondon,0.2976878583431244
25,588450882456453120,2229265825,luck,0.28723616153001785
26,588492191523188736,17362917,meeting,0.33706070855259895
27,588492191523188736,17362917,ups,0.3370591960847378
28,588509543509790721,162406336,battleground,-0.7867288365960121
29,588509543509790721,162406336,devil,-0.7848653011023998
30,588509543509790721,162406336,enemy,-0.7848543021827936
31,588509543509790721,162406336,mind,-0.7848624009639025
32,588519327290142721,467681653,discoveries,-0.733937231823802
33,588519327290142721,467681653,texts,-0.7339356541633606
34,588535895596224512,3007482001,god,0.37206875532865524
35,588535895596224512,3007482001,love,0.3720584437251091
36,588535895596224512,3007482001,need,0.37206536531448364
37,588535895596224512,3007482001,semst,0.5529635809361935
38,588595888580272130,1551803456,dogs,0.4445580057799816
39,588595888580272130,1551803456,dump,-0.5842570923268795
40,588595888580272130,1551803456,kind,0.4445605054497719
41,588631170721550336,281294184,ball,0.3410145789384842
42,588673926680727552,3027683998,church,0.5446424931287766
43,588673926680727552,3027683998,happines,0.5545518547296524
44,588673926680727552,3027683998,sunday,0.6705120615661144
45,588705428835422210,19728844,everything,0.37390078604221344
46,588705428835422210,19728844,semst,0.529851783066988
47,588705428835422210,19728844,thing,0.37390977516770363
48,588713429210271745,341179470,darkness,0.5456612184643745
49,588713429210271745,341179470,love,0.5456751808524132
50,588713429210271745,341179470,mercy,0.5456660091876984
51,588735809873928192,23885775,day,0.39881788939237595
52,588735809873928192,23885775,end,0.3988102972507477
53,588735809873928192,23885775,maker,0.39880846813321114
54,588735809873928192,23885775,semst,0.2957976758480072
55,592573245842403328,1137273540,evidence,0.30457134544849396
56,592573245842403328,1137273540,god,0.30458497256040573
57,592573245842403328,1137273540,seizure,0.3280753791332245
58,592587052983681024,849122588,eander,0.2210884615778923
59,592587052983681024,849122588,heaven,0.2193264365196228
60,592587052983681024,849122588,might,0.21932180225849152
61,592589103251726337,29757178,day,-0.37165648490190506
62,592589103251726337,29757178,life,-0.3716600760817528
63,592589103251726337,29757178,nan,-0.3716534748673439
64,592600179892723713,1716904873,claims,-0.3690798133611679
65,592600179892723713,1716904873,god,-0.36907975375652313
66,592600179892723713,1716904873,proof,-0.36908775568008423
67,592609434209284096,1357315292,morality,-0.23723827302455902
68,592642858907078656,14745550,somebody,-0.45436814799904823
69,592642858907078656,14745550,world,-0.45436491444706917
70,592645700032139264,2391370394,freedom,0.5577904656529427
71,592645700032139264,2391370394,lord,0.5577775556594133
72,592645700032139264,2391370394,spirit,0.5577908605337143
73,592663440491184128,143795236,semst,0.355232909321785
74,592673183561609216,3093535243,life,0.6599169448018074
75,592673183561609216,3093535243,lord,0.6599097177386284
76,592673183561609216,3093535243,strength,0.659925565123558
77,592698985510473730,3160361312,anything,0.37826554477214813
78,592698985510473730,3160361312,day,0.3782835155725479
79,592698985510473730,3160361312,god,0.37827691435813904
80,592698985510473730,3160361312,inspiration,0.3715743087232113
81,592698985510473730,3160361312,lesson,0.378282830119133
82,592698985510473730,3160361312,semst,0.38519926369190216
83,592698985510473730,3160361312,victory,0.37828488275408745
84,592718926141874177,536563145,loud,0.219662394374609
85,592718926141874177,536563145,nudge,0.224690280854702
86,592719471380459520,1374764281,discipline,0.20723102241754532
87,592719471380459520,1374764281,fear,0.20723215490579605
88,592719471380459520,1374764281,god,0.2072579711675644
89,592719471380459520,1374764281,love,0.20724208652973175
90,592719471380459520,1374764281,spirit,0.2072274312376976
91,592719471380459520,1374764281,timidity,0.20975599437952042
92,592719861555552257,2230671487,accessory,0.44669434428215027
93,592719861555552257,2230671487,thing,0.44669003039598465
94,592740319466237954,3201486555,accuser,-0.43942413106560707
95,592740319466237954,3201486555,blood,-0.43826284632086754
96,592740319466237954,3201486555,lamb,-0.4382661245763302
97,592740319466237954,3201486555,rev,0.3296479284763336
98,592800480578928640,516563463,god,-0.2976808696985245
99,592800480578928640,516563463,monster,-0.2976831514388323
100,592825290868584449,538785862,alot,-0.25395863503217697
101,592825290868584449,538785862,peace,0.6588882077485323
102,592825290868584449,538785862,semst,0.8088894877582788
103,592825290868584449,538785862,world,-0.25246158242225647
104,592826807608602624,2346722716,means,0.3059350773692131
