Tweet_ID,User_ID,User_Follower_Counts,Topic,Targets,Target's Polarity Score,Stance
588385636681322497,388579974,812,Legalization_of_Abortion,lord,0.3134493716061115,AGAINST
588385636681322497,388579974,812,Legalization_of_Abortion,blessings,0.31343693658709526,AGAINST
588385636681322497,388579974,812,Legalization_of_Abortion,sins,0.31344664096832275,AGAINST
588385636681322497,388579974,812,Legalization_of_Abortion,lord,0.3134493716061115,AGAINST
588385636681322497,388579974,812,Legalization_of_Abortion,strength,0.3134371004998684,AGAINST
588385636681322497,388579974,812,Legalization_of_Abortion,energy,0.3134381175041199,AGAINST
588385636681322497,388579974,812,Legalization_of_Abortion,day,0.31344272941350937,AGAINST
588385636681322497,388579974,812,Legalization_of_Abortion,hope,0.6852393262088299,AGAINST
588386306532777985,16027532,69376,Legalization_of_Abortion,peacemakers,0.4402667060494423,AGAINST
588386306532777985,16027532,69376,Legalization_of_Abortion,god,0.4354386441409588,AGAINST
588386306532777985,16027532,69376,Legalization_of_Abortion,matthew,0.23817797005176544,AGAINST
588386306532777985,16027532,69376,Legalization_of_Abortion,peace,0.23818430304527283,AGAINST
588391388619890688,1219714032,20,Legalization_of_Abortion,salah,0.3736709952354431,AGAINST
588391388619890688,1219714032,20,Legalization_of_Abortion,focus,0.3696531280875206,AGAINST
588391388619890688,1219714032,20,Legalization_of_Abortion,understanding,0.36965133994817734,AGAINST
588426575483432962,710757859,311,Legalization_of_Abortion,women,0.45743230544030666,AGAINST
588426575483432962,710757859,311,Legalization_of_Abortion,women,0.7066651005297899,AGAINST
588435520264523776,249782044,4654,Legalization_of_Abortion,peace,0.4341177009046078,AGAINST
588435520264523776,249782044,4654,Legalization_of_Abortion,time,0.4341215752065182,AGAINST
588435520264523776,249782044,4654,Legalization_of_Abortion,battle,0.43411971256136894,AGAINST
588435520264523776,249782044,4654,Legalization_of_Abortion,truth,0.2598946839570999,AGAINST
588435520264523776,249782044,4654,Legalization_of_Abortion,butgod,0.26440348476171494,AGAINST
588450499629834240,864558457,1387,Legalization_of_Abortion,muhammad,0.4696696065366268,AGAINST
588450499629834240,864558457,1387,Legalization_of_Abortion,gift,0.469666488468647,AGAINST
588450499629834240,864558457,1387,Legalization_of_Abortion,love,0.4696723185479641,AGAINST
588450499629834240,864558457,1387,Legalization_of_Abortion,one,0.46967074275016785,AGAINST
588450882456453120,2229265825,802,Legalization_of_Abortion,halcyondon,0.2976878583431244,NONE
588450882456453120,2229265825,802,Legalization_of_Abortion,luck,0.28723616153001785,NONE
588492191523188736,17362917,9473,Legalization_of_Abortion,meeting,0.33706070855259895,FAVOR
588492191523188736,17362917,9473,Legalization_of_Abortion,ups,0.3370591960847378,FAVOR
588509543509790721,162406336,174,Legalization_of_Abortion,devil,-0.7848653011023998,AGAINST
588509543509790721,162406336,174,Legalization_of_Abortion,enemy,-0.7848543021827936,AGAINST
588509543509790721,162406336,174,Legalization_of_Abortion,mind,-0.7848624009639025,AGAINST
588509543509790721,162406336,174,Legalization_of_Abortion,battleground,-0.7867288365960121,AGAINST
588519327290142721,467681653,289,Legalization_of_Abortion,discoveries,-0.733937231823802,FAVOR
588519327290142721,467681653,289,Legalization_of_Abortion,texts,-0.7339356541633606,FAVOR
588535895596224512,3007482001,34,Legalization_of_Abortion,need,0.37206536531448364,AGAINST
588535895596224512,3007482001,34,Legalization_of_Abortion,god,0.37206875532865524,AGAINST
588535895596224512,3007482001,34,Legalization_of_Abortion,love,0.3720584437251091,AGAINST
588535895596224512,3007482001,34,Legalization_of_Abortion,god,0.37206875532865524,AGAINST
588535895596224512,3007482001,34,Legalization_of_Abortion,semst,0.5529635809361935,AGAINST
588595888580272130,1551803456,77,Legalization_of_Abortion,kind,0.4445605054497719,NONE
588595888580272130,1551803456,77,Legalization_of_Abortion,dogs,0.4445580057799816,NONE
588595888580272130,1551803456,77,Legalization_of_Abortion,dump,-0.5842570923268795,NONE
