Base Noun,Frequency (based on tweets),Polarity Positive(%),Polarity Negative (%),User_ID
times,1,100.0,0.0,2972740510
adams,1,0.0,100.0,2894492515
language,1,0.0,100.0,1914506792
choices,1,100.0,0.0,173170847
auditions,1,100.0,0.0,334325106
spirits,1,100.0,0.0,1870184766
bible,1,0.0,100.0,584664650
god,60,58.333333333333336,41.66666666666667,16027532
god,60,58.333333333333336,41.66666666666667,3007482001
god,60,58.333333333333336,41.66666666666667,1137273540
god,60,58.333333333333336,41.66666666666667,1716904873
god,60,58.333333333333336,41.66666666666667,3160361312
god,60,58.333333333333336,41.66666666666667,1374764281
god,60,58.333333333333336,41.66666666666667,516563463
god,60,58.333333333333336,41.66666666666667,1099214587
god,60,58.333333333333336,41.66666666666667,593118823
god,60,58.333333333333336,41.66666666666667,384316868
god,60,58.333333333333336,41.66666666666667,1489300873
god,60,58.333333333333336,41.66666666666667,582445927
god,60,58.333333333333336,41.66666666666667,274335684
god,60,58.333333333333336,41.66666666666667,274335684
god,60,58.333333333333336,41.66666666666667,856463456
god,60,58.333333333333336,41.66666666666667,3169087759
god,60,58.333333333333336,41.66666666666667,756049831
god,60,58.333333333333336,41.66666666666667,14959367
god,60,58.333333333333336,41.66666666666667,35627887
god,60,58.333333333333336,41.66666666666667,36005781
god,60,58.333333333333336,41.66666666666667,223813995
god,60,58.333333333333336,41.66666666666667,1653842720
god,60,58.333333333333336,41.66666666666667,822444836
god,60,58.333333333333336,41.66666666666667,261068895
god,60,58.333333333333336,41.66666666666667,1891615903
god,60,58.333333333333336,41.66666666666667,25409581
god,60,58.333333333333336,41.66666666666667,3132637902
god,60,58.333333333333336,41.66666666666667,794810444
god,60,58.333333333333336,41.66666666666667,1603766299
god,60,58.333333333333336,41.66666666666667,462114432
god,60,58.333333333333336,41.66666666666667,36005781
god,60,58.333333333333336,41.66666666666667,91458291
god,60,58.333333333333336,41.66666666666667,511231057
god,60,58.333333333333336,41.66666666666667,2155965720
god,60,58.333333333333336,41.66666666666667,449603053
god,60,58.333333333333336,41.66666666666667,215446879
god,60,58.333333333333336,41.66666666666667,15335491
god,60,58.333333333333336,41.66666666666667,27761892
god,60,58.333333333333336,41.66666666666667,320478877
god,60,58.333333333333336,41.66666666666667,462114432
god,60,58.333333333333336,41.66666666666667,215876901
god,60,58.333333333333336,41.66666666666667,78882537
god,60,58.333333333333336,41.66666666666667,462114432
god,60,58.333333333333336,41.66666666666667,958800630
god,60,58.333333333333336,41.66666666666667,404919473
god,60,58.333333333333336,41.66666666666667,115090735
god,60,58.333333333333336,41.66666666666667,497964337
god,60,58.333333333333336,41.66666666666667,3004439539
god,60,58.333333333333336,41.66666666666667,92728914
god,60,58.333333333333336,41.66666666666667,15726358
god,60,58.333333333333336,41.66666666666667,1286987072
god,60,58.333333333333336,41.66666666666667,757634750
god,60,58.333333333333336,41.66666666666667,420572254
god,60,58.333333333333336,41.66666666666667,355470606
god,60,58.333333333333336,41.66666666666667,3273319902
god,60,58.333333333333336,41.66666666666667,2738526278
god,60,58.333333333333336,41.66666666666667,27761892
god,60,58.333333333333336,41.66666666666667,2412448794
god,60,58.333333333333336,41.66666666666667,140989303
god,60,58.333333333333336,41.66666666666667,2381198785
nature,1,100.0,0.0,3081503914
load,1,0.0,100.0,2323947968
elections,1,0.0,100.0,104048643
road,1,100.0,0.0,384341065
contribution,1,0.0,100.0,156209575
excuse,1,0.0,100.0,374572659
tongues,1,100.0,0.0,569581021
battle,1,100.0,0.0,249782044
weekend,1,100.0,0.0,28737338
